Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d,sg_category
canecas de porcelana,porcelain mugs,Casa e Decoração,Home & Living,Home & Living,,
jbl,jbl,Áudio,Electronics,Electronics,Electronics,
pneu dianteiro cb 300,front tire cb 300,Motocicletas,Vehicle Accessories,Vehicle Accessories,,
pressurizador para chuveiro,shower pressurizer,Casa e Decoração,Home & Living,Home & Living,,
tokyo ghoul,tokyo ghoul,Others,Books & Magazines,Books & Magazines,Books & Magazines,
bolsas de academia,gym bags,Bolsas Femininas,Bags,Bags,,
frequencimetro,frequency meter,Others,Home & Living,Home & Living,,
drone hj14w,drone hj14w,Others,Electronics,,,
boneca sexo,sex doll,Saúde,Health & Beauty,Health & Beauty,,
pipoqueira panela,popcorn maker pan,Others,Home & Living,Home & Living,Home & Living,Home & Living
moto g7 power 32gb,moto g7 power 32gb,Celulares e Dispositivos,,Mobile & Accessories,,
futon,futon,Casa e Decoração,Home & Living,Home & Living,,
fantasia infantil,children's fantasy,Moda Infantil,Babies,Toys & Hobbies,Health & Beauty,
carrinho de mão,wheelbarrow,Others,Home & Living,Home & Living,,
banquetas de madeira,wooden stools,Casa e Decoração,Home & Living,,,
capacete moto,motorcycle helmet,Motocicletas,Vehicle Accessories,Vehicle Accessories,Vehicle Accessories,
cama infantil com colchão,children's bed with mattress,Casa e Decoração,Babies,,,
sofa inflavel,inflatable sofa,Casa e Decoração,Sports & Fitness,Sports & Fitness,,
pneu barum,barum tire,Automóveis,,Vehicle Accessories,,
impressora hp 2136,hp 2136 printer,Computadores e Acessórios,Computing,,,
passagua,water passage,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
colchão de ar casal,double air mattress,Casa e Decoração,Sports & Fitness,Home & Living,,
ar condicionado automotivo,automotive air conditioning,Automóveis,Vehicle Accessories,Vehicle Accessories,,
tequila 1800,tequila 1800,Others,Food & Beverage,Food & Beverage,,
jaqueta de couro masculina slim,men's slim leather jacket,Roupas Masculinas,Men Clothes,,,
bola de volei,volleyball,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
relogio fitness,fitness watch,Relógios,Jewelry & Watches,Mobile & Accessories,Mobile & Accessories,
cadeira escritório,office chair,Casa e Decoração,Home & Living,Home & Living,,
pneu 205/65 r15,tire 205/65 r15,Automóveis,Vehicle Accessories,Sports & Fitness,,
van escolar,school van,Others,,Bags,,
toca da medusa,medusa's lair,Roupas Masculinas,,Shoes,,
calça,pants,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
case hd externo,external hd case,Computadores e Acessórios,Computing,Computing,Computing,
vara de pesca,fishing rod,Others,Sports & Fitness,Sports & Fitness,Sports & Fitness,
chapéu de palha,straw hat,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
bateria 60,battery 60,Automóveis,Home & Living,Women Clothes,,
tela do lg k10,lg k10 screen,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
moto g4 plus usado,moto g4 plus used,Celulares e Dispositivos,Mobile & Accessories,Vehicle Accessories,,
carro antigo,old car,Others,Home & Living,Toys & Hobbies,,
peugeot 308,peugeot 308,Others,Vehicle Accessories,Vehicle Accessories,,
sinalizador,flag,Automóveis,Sports & Fitness,Sports & Fitness,Sports & Fitness,
coletes de futebol,football vests,Roupas Masculinas,Sports & Fitness,Sports & Fitness,,
poodle toy,toy poodle,Animais Domésticos,Toys & Hobbies,,,
esquadro combinado,combination square,Casa e Decoração,Home & Living,Home & Living,,
chapa de fogão a lenha,wood stove plate,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
honda civic 2016,honda civic 2016,Others,Vehicle Accessories,Vehicle Accessories,,
caixa de camisinha,condom box,Saúde,Health & Beauty,Electronics,,
monitor 20 polegadas,20 inch monitor,Computadores e Acessórios,Computing,,,
baterias,batteries,Automóveis,Mobile & Accessories,Jewelry & Watches,,
sacos para silagem,silage bags,Others,Home & Living,Home & Living,,
quadro aro 26,26 inch frame,Esportes e Lazer,Sports & Fitness,,,
merado,marketed,Platform Terms (Shopee / Mercado),Home & Living,,,Platform Terms (Lazada / Shopee)
espeto giratório,rotating spit,Others,Home & Living,Home & Living,,
capapeniana,capapenian,Saúde,,Health & Beauty,,
portão de ferro,iron gate,Casa e Decoração,Home & Living,,,
suporte celular bike,bike cell phone holder,Celulares e Dispositivos,Mobile & Accessories,Sports & Fitness,Vehicle Accessories,
cuecas sexy,sexy panties,Roupas Masculinas,Men Clothes,Men Clothes,Men Clothes,Men's Wear
google chromecast 3,google chromecast 3,Computadores e Acessórios,Electronics,Electronics,,
motor v8 a venda,v8 engine for sale,Automóveis,,,,
lanterna dx80,dx80 flashlight,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
arara de roupa,clothes rack,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
tacho,pot,Casa e Decoração,Home & Living,Home & Living,,
yorkshire mini,yorkshire mini,Animais Domésticos,,Home & Living,,
canil,kennel,Animais Domésticos,Pets,Pets,,
placa mãe lga 1155,lga 1155 motherboard,Computadores e Acessórios,Computing,Computing,,
antena de internet,internet antenna,Computadores e Acessórios,Computing,Computing,,
roupa akatsuki,akatsuki clothes,Roupas Femininas,Men Clothes,Men Clothes,,
bateria moto g2,moto g2 battery,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
revitalizador de plastico,plastic revitalizer,Automóveis,Vehicle Accessories,Vehicle Accessories,,
luva para moto,motorcycle glove,Motocicletas,Vehicle Accessories,Vehicle Accessories,,
gol tsi,goal tsi,Others,Vehicle Accessories,,,
ingresso show backstreet boy,backstreet boy concert ticket,Others,,,,
kombi safari,safari van,Others,,Toys & Hobbies,,
aeromodelo,model airplane,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,Toys & Hobbies,
sony a6300,sony a6300,Câmeras e Drones,Electronics,,,
balao de led,led balloon,Casa e Decoração,Home & Living,Home & Living,,
oneplus 5t,oneplus 5t,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
hb20 2013,hb20 2013,Others,Vehicle Accessories,,,
tambor de ferro,iron drum,Others,Toys & Hobbies,,,
quadro speed,speed frame,Esportes e Lazer,Home & Living,Sports & Fitness,,
habbo pirata,pirate habbo,Computadores e Acessórios,,,,
bateria j2,j2 battery,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
kit de pintura,painting kit,Esportes e Lazer,Home & Living,Stationery,Stationery,
lojas cem celulares,hundred cell phone stores,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
x one phone,x one phone,Celulares e Dispositivos,,,,
orelha de coelho,rabbit ear,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Home & Living,
maio feminino,women's may,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
sw4 2015,sw4 2015,Others,,Vehicle Accessories,,
hilux 2017,hilux 2017,Others,Vehicle Accessories,,,
luvas de couro,leather gloves,Acessórios de Moda,Fashion Accessories,Fashion Accessories,,
moto e6 plus 64gb,moto e6 plus 64gb,Celulares e Dispositivos,,Mobile & Accessories,,
livro harry potter,harry potter book,Others,Books & Magazines,Books & Magazines,,
mesa 4 lugares,table 4 places,Casa e Decoração,Home & Living,,,
cerveja corona,corona beer,Others,Home & Living,Home & Living,,
friopeças,cold parts,Others,Home & Living,,,
cinta redutora de medidas,reducing belt,Beleza,Women Clothes,Women Clothes,,
tanqueray,tankray,Others,Food & Beverage,Food & Beverage,,
cintas modeladoras,shaping belts,Beleza,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
mucilon,mucilon,Others,Babies,Babies,Babies,
clareador intimo,intimate whitening,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
sorveteira,ice cream maker,Others,Home & Living,Home & Living,,
galaxy note 8,galaxy note 8,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
torno,lathe,Others,Home & Living,Home & Living,Home & Living,Home & Living
utensilios de cozinha,kitchen utensils,Casa e Decoração,Home & Living,Home & Living,,
conturno,contour,Sapatos Femininos,Shoes,Shoes,,
skymsen,skymsen,Eletroportáteis,Home Appliance,,,
tela de pintura,painting canvas,Papelaria,Home & Living,Home & Living,,
suporte de tv,TV stand,Casa e Decoração,Electronics,Electronics,Home & Living,
cadeiras de madeira,wooden chairs,Casa e Decoração,Home & Living,Home & Living,,
tablet com windows,windows tablet,Áudio,Computing,Computing,,
redmi note 5,redmi note 5,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
mt 07,mt 07,Others,Vehicle Accessories,Vehicle Accessories,,
porsche,porsche,Others,Toys & Hobbies,Toys & Hobbies,,
cortina persiana,blind curtain,Casa e Decoração,Home & Living,Home & Living,,
fone redmi airdots,redmi airdots headset,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
baby doll,baby doll,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
crocs infantil promoção,crocs kids sale,Sapatos Masculinos,Babies,Babies,,
medidor de temperatura,temperature gauge,Casa e Decoração,Home & Living,Health & Beauty,Health & Beauty,
boneco homem aranha,spiderman doll,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
porcelanato madeira,wood porcelain,Casa e Decoração,Home & Living,,,
saída de praia,beach exit,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
top faixa,top strip,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
colete jeans masculino,men's denim vest,Roupas Masculinas,Men Clothes,Men Clothes,,
depilador philips,philips epilator,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
kit i5,i5 kit,Computadores e Acessórios,Computing,Computing,,
barril de carvalho,oak barrel,Casa e Decoração,Home & Living,Home & Living,,
casinha de madeira,wooden house,Brinquedos e Hobbies,Home & Living,Mobile & Accessories,,
calça feminina,women's pants,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
dinossauro de brinquedo,toy dinosaur,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,Toys & Hobbies,
pula-pula,jump,Brinquedos e Hobbies,Toys & Hobbies,Sports & Fitness,,
trx,trx,Esportes e Lazer,Sports & Fitness,Sports & Fitness,Sports & Fitness,
facas gauchas,gaucho knives,Casa e Decoração,Home & Living,Sports & Fitness,,
xbox one kinect,xbox one kinect,Jogos e Consoles,Video Games,Video Games,,
teclado coreano,korean keyboard,Computadores e Acessórios,Computing,Computing,,
caixinha de musica,music box,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
pendentes para sala,living room pendants,Casa e Decoração,Home & Living,Home & Living,,
fiat bravo,fiat bravo,Others,Vehicle Accessories,Vehicle Accessories,,
kit de pesca completo,complete fishing kit,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
scania 440,scania 440,Others,,Vehicle Accessories,,
moto esmeril,grinder bike,Casa e Decoração,Home & Living,Home & Living,,
dom pelo,gift by,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
patches,patches,Roupas Femininas,Home & Living,Home & Living,Fashion Accessories,
leitor ps2,ps2 reader,Jogos e Consoles,Video Games,Video Games,,
protetor de colchão casal,double mattress protector,Casa e Decoração,Home & Living,Home & Living,,
embalagens plasticas,plastic packaging,Bolsas Femininas,Stationery,Home & Living,,
yugioh,yugioh,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,Toys & Hobbies,
console playstation 4,playstation 4 console,Jogos e Consoles,Mobile & Accessories,Video Games,,
calcinha de algodão,cotton panties,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
tv lcd,lcd tv,Eletroportáteis,Electronics,Computing,,
calcinha pos parto,postpartum panties,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
bicicleta aluminio aro 29,aluminum bicycle rim 29,Esportes e Lazer,,Sports & Fitness,,
colcha casal,double bedspread,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
escova de limpeza de pele,skin cleansing brush,Beleza,Health & Beauty,Health & Beauty,,
escova mondial golden rose,mondial golden rose brush,Beleza,Health & Beauty,Health & Beauty,,
escova revlon seca e alisa,Revlon dry and straighten brush,Beleza,,Health & Beauty,,
pia inox,stainless steel sink,Casa e Decoração,Home & Living,Home & Living,,
descendentes,descendants,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
oculos 3d,3d glasses,Acessórios de Moda,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
johnny bravo,Johnny Bravo,Brinquedos e Hobbies,Home & Living,Health & Beauty,,
filme 3d,3d movie,Brinquedos e Hobbies,Mobile & Accessories,Home & Living,,
fantasia da ladybug,ladybug costume,Brinquedos e Hobbies,Babies,Babies,,
motor para portao,gate motor,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
expositor de esmalte,nail polish display,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
dualshock 4,dualshock 4,Jogos e Consoles,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
extrator de cravos,blackhead extractor,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
cuia de chimarrão,mate gourd,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
conjunto plush feminino,women's plush set,Roupas Femininas,Women Clothes,Women Clothes,,
florata,florata,Beleza,Health & Beauty,Health & Beauty,,
guitarra barata,cheap guitar,Brinquedos e Hobbies,Men Clothes,,,
caneca moscow mule,Moscow Mule Mug,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
sapateiras,shoe racks,Casa e Decoração,Home & Living,Home & Living,,
melhores celulares para fotos,best cell phones for photos,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
altarelojoaria,altar clockwork,Relógios,Jewelry & Watches,Jewelry & Watches,,
maquina de escrever antiga,old typewriter,Others,Toys & Hobbies,Toys & Hobbies,,
mesa de canto redonda,round corner table,Casa e Decoração,Home & Living,Home & Living,,
presente dia dos pais,Father's Day gift,Platform Terms (Shopee / Mercado),Home & Living,Home & Living,,Platform Terms (Lazada / Shopee)
herman miller,Herman Miller,Casa e Decoração,Home & Living,,,
1060,1060,Computadores e Acessórios,Computing,Computing,,
parachoque gol g4,gol g4 bumper,Automóveis,Vehicle Accessories,Vehicle Accessories,,
atto net x,atto net x,Áudio,Electronics,Electronics,,
ice corrente,ice current,Relógios,Jewelry & Watches,Jewelry & Watches,,
camisa do palmeiras,Palmeiras shirt,Esportes e Lazer,Men Clothes,Men Clothes,Men Clothes,Men's Wear
cadeirinha,little chair,Mãe e Bebê,Babies,Babies,Toys & Hobbies,
hipercalórico max titanium,hypercaloric max titanium,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
oximetro comprar,oximeter buy,Others,,,,
fogão 5 bocas tampo de vidro,5 burner stove with glass top,Eletroportáteis,Home & Living,,,
open box celular,open box cell phone,Livros e Revistas,,Mobile & Accessories,,
lampada led 12w,led lamp 12w,Automóveis,Home & Living,Home & Living,,
matel,matel,Brinquedos e Hobbies,Toys & Hobbies,,,
samsung galaxy a10,samsung galaxy a10,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
quadrinhos marvel,marvel comics,Livros e Revistas,Books & Magazines,Books & Magazines,,
diario de um banana,diary of a wimpy kid,Livros e Revistas,Books & Magazines,Books & Magazines,,
tapete de grama,grass carpet,Casa e Decoração,Home & Living,Home & Living,,
carregador de notebook universal,universal notebook charger,Computadores e Acessórios,Computing,Computing,Computing,
forno para cooktop,cooktop oven,Eletroportáteis,Home & Living,,,
propulsor hot wheels,hot wheels propeller,Brinquedos e Hobbies,,Health & Beauty,,
jogo torta na cara,pie in the face game,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
i5 3470,i5 3470,Computadores e Acessórios,Computing,Computing,,
starlumen,starlumen,Casa e Decoração,,Home & Living,,
iphone 5 s,iphone 5 s,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
kit clareamento dental,teeth whitening kit,Saúde,Health & Beauty,Health & Beauty,,
memória ddr3,ddr3 memory,Computadores e Acessórios,Computing,Computing,Computing,
mesa de inox,stainless steel table,Casa e Decoração,Home & Living,Home & Living,,
caixa de som usb,usb speaker,Áudio,Electronics,Electronics,,
dispenser papel toalha,paper towel dispenser,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
xj6 usada,used xj6,Others,,Vehicle Accessories,,
suspensório masculino,men's suspenders,Roupas Masculinas,Fashion Accessories,Fashion Accessories,,
cervejeira usada,used beer cooler,Eletroportáteis,,Books & Magazines,,
halteres kit,dumbbells kit,Esportes e Lazer,Sports & Fitness,Home Appliance,,
aspirador vertical philco,philco upright vacuum cleaner,Eletroportáteis,Home Appliance,,,
filtro são joão,St. John's filter,Casa e Decoração,Home & Living,Home Appliance,,
iphone se,iphone se,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
iphone xr promoção,iphone xr promotion,Celulares e Dispositivos,,Mobile & Accessories,,
escorredor de pratos inox,stainless steel dish drainer,Casa e Decoração,Home & Living,Home & Living,,
infinity nado,infinity swimming,Brinquedos e Hobbies,Toys & Hobbies,,,
cola b7000,b7000 glue,Papelaria,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
luminaria de mesa led,led table lamp,Casa e Decoração,Home & Living,,,
boneca lol surprise,lol surprise doll,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
samsung s10e,samsung s10e,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
switch 24 portas,24 port switch,Computadores e Acessórios,Computing,Computing,,
cabeceira cama casal,headboard for double bed,Casa e Decoração,Home & Living,Home & Living,,
tv 40 smart,smart tv 40,Áudio,Electronics,Electronics,,
tecido tnt,non-woven fabric,Casa e Decoração,Home & Living,Home & Living,,
celular apple,apple cell phone,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
guarda roupa casal modulado,modular wardrobe for couples,Casa e Decoração,Home & Living,,,
maquina de lavar eletrolux 10kg,electrolux washing machine 10kg,Eletroportáteis,Home Appliance,Home & Living,,
ar condicionado inverter 9000 btus quente e frio,9000 btu hot and cold inverter air conditioning,Eletroportáteis,,Home Appliance,,
cortina para banheiro,bathroom curtain,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
motinha eletrica,electric motorbike,Brinquedos e Hobbies,,Toys & Hobbies,,
ferramentas para couro,leather tools,Casa e Decoração,Home & Living,Home & Living,,
cabo hdmi 3 metros,hdmi cable 3 meters,Computadores e Acessórios,Computing,Computing,Computing,
limpador de lingua,tongue cleaner,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
poltrona opala,opal armchair,Casa e Decoração,Home & Living,Home & Living,,
panela elétrica multifuncional,multifunctional electric pan,Eletroportáteis,Home Appliance,Home & Living,,
coquetel palavras cruzadas,cocktail crossword,Brinquedos e Hobbies,Books & Magazines,Books & Magazines,,
ventilador de teto mondial,mondial ceiling fan,Eletroportáteis,,Home Appliance,,
panela de pressão clock 4 5,pressure cooker clock 4 5,Casa e Decoração,,Home & Living,,
cadeira eames preta,black eames chair,Casa e Decoração,Home & Living,Home & Living,,
relogio smartwatch samsung,samsung smartwatch watch,Celulares e Dispositivos,Mobile & Accessories,,,
cmb,cmb,Others,Toys & Hobbies,,,
lola,lola,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
blazer masculino slim,men's slim blazer,Roupas Masculinas,Men Clothes,Men Clothes,,
selas,saddles,Animais Domésticos,Sports & Fitness,Bags,,
carregador iphone,iphone charger,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
galaxy s20 plus,galaxy s20 plus,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
fogão 5 bocas esmaltec,5 burner enamel stove,Casa e Decoração,Home Appliance,,,
mala bordo,carry on bag,Viagens e Bagagens,Bags,Bags,,
ze520kl,ze520kl,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
carregador magnetico,magnetic charger,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
capa almofada,cushion cover,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
clim,climate,Others,Home & Living,,,
rack retro branco,white retro rack,Casa e Decoração,Home & Living,,,
carro de brinquedo,toy car,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,Toys & Hobbies,
samsung galaxy note 20,samsung galaxy note 20,Celulares e Dispositivos,Mobile & Accessories,,,
enxoval bebe,baby layette,Mãe e Bebê,Babies,Babies,,
tvonline,tvonline,Computadores e Acessórios,Computing,Computing,,
poltrona do papai reclinável,daddy's reclining chair,Casa e Decoração,Home & Living,,,
acordeon 80 baixos,80 bass accordion,Brinquedos e Hobbies,Toys & Hobbies,,,
maquina de acabamento wahl,wahl finishing machine,Beleza,Health & Beauty,Health & Beauty,,
cestas de chocolate,chocolate baskets,Alimentos e Bebidas,Food & Beverage,Food & Beverage,,
tv 32 polegadas lg,32 inch lg tv,Computadores e Acessórios,Electronics,,,
brinquedo torta na cara,pie in the face toy,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,Toys & Hobbies,
acessorios para cabelo,hair accessories,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Babies,
youtube10,youtube10,Others,,,,
moto 50 cilindradas,50cc motorcycle,Others,,Vehicle Accessories,,
webcam 4,webcam 4,Câmeras e Drones,,Mobile & Accessories,,
iphone 8 plus 128gb preço,iphone 8 plus 128gb price,Celulares e Dispositivos,,Mobile & Accessories,,
tubo galvanizado,galvanized pipe,Others,Home & Living,,,
controle rossi,rossi control,Áudio,Home & Living,Home & Living,Home & Living,Home & Living
máscara de gás,gas mask,Saúde,Home & Living,Home & Living,,
nexgard 10kg a 25kg,nexgard 10kg to 25kg,Animais Domésticos,Pets,Pets,,
penis vibrador,penis vibrator,Others,Health & Beauty,Health & Beauty,Health & Beauty,
rubi,ruby,Others,Jewelry & Watches,Jewelry & Watches,,
cubo k7,k7 cube,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
hinata pelada,hinata naked,Others,Toys & Hobbies,,,
vaso de planta grande,large plant pot,Casa e Decoração,Home & Living,Home & Living,,
cabo 2 5mm,cable 2 5mm,Casa e Decoração,Mobile & Accessories,Home & Living,,
zero two hentai,zero two hentai,Others,,Health & Beauty,,
mascara hospitalar,hospital mask,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
máscara infantil,children's mask,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
sexo brasileiro,Brazilian sex,Others,Women Clothes,Fashion Accessories,,
guarda roupa 8 portas,8 door wardrobe,Casa e Decoração,Home & Living,,,
geladeira electrolux inverse,electrolux inverse refrigerator,Eletroportáteis,,Home Appliance,,
forma de picole,popsicle mold,Casa e Decoração,Home & Living,Home & Living,Home & Living,Home & Living
mesa 4 cadeiras marmore,marble table with 4 chairs,Casa e Decoração,Home & Living,,,
chapa para hambúrguer,hamburger plate,Eletroportáteis,Home & Living,Home & Living,,
máscara tripla descartável,disposable triple mask,Saúde,Health & Beauty,Health & Beauty,,
alvejante,bleach,Others,Home & Living,Home & Living,,
pulseira galaxy watch,galaxy watch bracelet,Celulares e Dispositivos,Mobile & Accessories,Mobile & Accessories,,
ar condicionado 10000 btus 110v,air conditioning 10000 btus 110v,Eletroportáteis,Home Appliance,,,
máscaras knit,knit masks,Saúde,Health & Beauty,Health & Beauty,,
sexo total,total sex,Others,Health & Beauty,,,
massageador profissional,professional massager,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
capa da akatsuki,akatsuki cover,Brinquedos e Hobbies,Mobile & Accessories,Toys & Hobbies,,
bonsai,bonsai,Casa e Decoração,Home & Living,Home & Living,,
shape santa cruz,santa cruz shape,Esportes e Lazer,Toys & Hobbies,Sports & Fitness,,
carcaça notebook,notebook case,Computadores e Acessórios,Computing,,,
2425,2425,Others,,Home & Living,,
charadas,riddles,Livros e Revistas,Toys & Hobbies,Books & Magazines,,
extintor abc,abc fire extinguisher,Automóveis,Vehicle Accessories,,,
melão de são caetano,San Caetano melon,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
melhor perfume importado feminino,best imported perfume for women,Beleza,Health & Beauty,Health & Beauty,,
ar condicionado 12000 btus inverter lg,lg inverter air conditioning 12000 btus,Eletroportáteis,Home Appliance,Home Appliance,,
microfone p2,microphone p2,Áudio,Electronics,Electronics,Electronics,
máquina de lavar roupa 15kg,washing machine 15kg,Eletroportáteis,Home & Living,,,
gabinete para maquina de costura singer,singer sewing machine cabinet,Casa e Decoração,,Women Clothes,,
cozinha preta,black kitchen,Casa e Decoração,Home & Living,Home & Living,,
minoxidil 15%,minoxidil 15%,Saúde,Health & Beauty,Health & Beauty,Health & Beauty,
misoprostol onde comprar,misoprostol where to buy,Saúde,,,,
descord,disagree,Others,,,,
vectra 2006,vectra 2006,Others,Vehicle Accessories,Vehicle Accessories,,
como usar libid gel,how to use libid gel,Others,Beauty,Pets,Health,
caloi explorer comp,caloi explorer comp,Esportes e Lazer,Sports & Fitness,,,
serraria movel,mobile sawmill,Others,,Books & Magazines,,
toyota etios sedan,toyota etios sedan,Others,Vehicle Accessories,Vehicle Accessories,,
capacete giro,cool helmet,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
i7 8700,i7 8700,Computadores e Acessórios,Computing,,,
capacete absolute,absolute helmet,Esportes e Lazer,Sports & Fitness,Sports & Fitness,,
mochila com rodinha,backpack with wheels,Moda Infantil,Bags,Bags,,
ps 5 preço,ps 5 price,Others,,Mobile & Accessories,,
trena a laser bosch,bosch laser tape measure,Casa e Decoração,Home & Living,,,
carregador de celular para carros,cell phone charger for cars,Automóveis,Vehicle Accessories,Mobile & Accessories,,
nerf sniper,nerf sniper,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
espaldar de madeira,wooden backrest,Others,,Home & Living,,
camisa nike,Nike shirt,Roupas Masculinas,Men Clothes,Men Clothes,Men Clothes,Men's Wear
monitor samsung 19,samsung monitor 19,Computadores e Acessórios,Computing,Computing,,
jagmaster,jagmaster,Alimentos e Bebidas,,Fashion Accessories,,
policarbonato preço,polycarbonate price,Others,Men Clothes,,,
mochila escolar feminina,women's school backpack,Moda Infantil,Bags,Bags,,
gol g3 1.6,gol g3 1.6,Others,,Vehicle Accessories,,
mochila impermeável masculina,men's waterproof backpack,Bolsas Masculinas,Bags,Bags,,
bebê reborn bebê reborn,reborn baby reborn baby,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
ração pedigree filhote,pedigree puppy food,Animais Domésticos,Pets,Pets,,
lapis lazuli,lapis lazuli,Relógios,Jewelry & Watches,,,
mangas hentai,hentai mangas,Livros e Revistas,Men Clothes,,,
transbike eqmax,eqmax bike rack,Esportes e Lazer,Vehicle Accessories,Vehicle Accessories,,
rural willys,rural willys,Others,Vehicle Accessories,Toys & Hobbies,,
g-shock,g-shock,Relógios,Jewelry & Watches,Jewelry & Watches,Jewelry & Watches,
blusa branca,white blouse,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
modelador de cachos,curling iron,Beleza,Health & Beauty,Health & Beauty,Health & Beauty,
quebra cabeças,puzzles,Brinquedos e Hobbies,Toys & Hobbies,Toys & Hobbies,,
naara tangerina,naara tangerine,Saúde,Health & Beauty,,,
moedor de café hamilton beach,hamilton beach coffee grinder,Eletroportáteis,Home Appliance,Home & Living,,
cabo hdmi 10 metros,hdmi cable 10 meters,Áudio,Computing,Electronics,,
new lip,new lip,Saúde,Health & Beauty,Health & Beauty,,
