Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
pedrita,Brinquedos e Hobbies,Baby & Kids Fashion,Baby & Kids Fashion,Stationery
do iphone 7,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
genis ab max,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Home & Living
tênis nike,Sapatos Femininos,Men Shoes,Men Shoes,Men Shoes
balança infantil,Mãe e Bebê,Mom & Baby,Mom & Baby,Mom & Baby
alargadores,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories
bucanas,Alimentos e Bebidas,Home & Living,Food & Beverages,Home & Living
traduções gold,Beleza,Beauty,Beauty,Beauty
duchas,Casa e Decoração,Home & Living,Home & Living,Home & Living
samsung galaxy a32,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
note lenovo,Computadores e Acessórios,Mobile & Gadgets,Computers & Accessories,Computers & Accessories
roupa cachorro,Animais Domésticos,Pets,Pets,Pets
novinhas,Others,Beauty,Fashion Accessories,Fashion Accessories
fita up,,Women Clothes,Women Clothes,Women Clothes
biz,,Motorcycles,Motorcycles,Automobiles
iphone 13 256,,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
kit porta de correr,Casa e Decoração,Home & Living,Home & Living,Home & Living
peso de academia,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
iphone 8 plus 256gb,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
mozo filmes,Others,,,
tarot,Others,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
bateria 18650,Automóveis,Home Appliances,Home Appliances,Mobile & Gadgets
allure homme sport,Beleza,Beauty,Beauty,Beauty
canguru bebe,Mãe e Bebê,Mom & Baby,Mom & Baby,Mom & Baby
filtro,Casa e Decoração,Home Appliances,Home Appliances,Home Appliances
balança digital de banheiro,Saúde,Health,Health,Health
repetidor de sinal de celular,Celulares e Dispositivos,Computers & Accessories,Computers & Accessories,Mobile & Gadgets
fischer,Others,Hobbies & Collections,Hobbies & Collections,Home & Living
central multimidia com gps,Computadores e Acessórios,Automobiles,Automobiles,Automobiles
bloqueador de celular,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
netbook positivo,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
samsung galaxy s10,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
câmera semi profissional,Câmeras e Drones,Cameras & Drones,Cameras & Drones,Cameras & Drones
interfone hdl,Áudio,Home Appliances,Home Appliances,Home Appliances
zenfone 5z,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
inversor,Casa e Decoração,Home & Living,Home & Living,Home Appliances
bicicleta com motor,Others,Sports & Outdoors,Motorcycles,Computers & Accessories
corda sisal,Papelaria,Stationery,Stationery,Stationery
ryzen 5 2600,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
ets2 mods,Others,,,
abafador esportivo,Automóveis,Automobiles,Automobiles,Men Shoes
modulo hurricane,Áudio,Automobiles,Automobiles,Automobiles
motosserra stihl 381,Others,Home & Living,Home & Living,Home & Living
kit iluminação,Casa e Decoração,Home & Living,Home & Living,Mobile & Gadgets
rolo de fio 6mm,Others,Home Appliances,Home Appliances,Home Appliances
samsung j5 pro,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
colete postural masculino,Saúde,Health,Health,Health
hd externo xbox 360,Jogos e Consoles,Computers & Accessories,Gaming & Consoles,Gaming & Consoles
jose cuervo,Others,Food & Beverages,Home & Living,Home & Living
grade de proteção,Mãe e Bebê,Pets,Pets,Pets
carro,Others,Automobiles,Automobiles,Mom & Baby
tocombox,Áudio,Home Appliances,Home Appliances,Home Appliances
aro 26,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
tv 65 4k,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
fio de malha,Casa e Decoração,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
balcão itatiaia,Casa e Decoração,Home & Living,Home & Living,Home & Living
hd11,Others,Mobile & Gadgets,Mobile & Gadgets,Women Clothes
s20 ultra 512gb,Celulares e Dispositivos,Mobile & Gadgets,Motorcycles,Mobile & Gadgets
moto scooter,Others,Sports & Outdoors,Mom & Baby,Mom & Baby
mlivre,Platform Terms (Shopee / Mercado),Books & Magazines,Books & Magazines,Books & Magazines
chip da oi,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Home Appliances
joelheira patelar,Saúde,Sports & Outdoors,Health,Sports & Outdoors
plug anal,Others,Health,Health,Health
rack servidor,Computadores e Acessórios,Home & Living,Computers & Accessories,Computers & Accessories
organizador de armario,Casa e Decoração,Home & Living,Home & Living,Home & Living
biz,Others,Motorcycles,Motorcycles,Automobiles
geladeira frost free 450 litros,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
cec,Others,Men Clothes,Pets,Pets
sal integral,Alimentos e Bebidas,Food & Beverages,Food & Beverages,Beauty
fraldas descartaveis,Mãe e Bebê,Mom & Baby,Mom & Baby,Baby & Kids Fashion
maquininha de cortar cabelo,Beleza,Beauty,Beauty,Beauty
samsung galaxy m51 128gb/6gb m515 dual sim lojas,Celulares e Dispositivos,,,
samsung galaxy m31 lojas,Celulares e Dispositivos,,,
sofas 2 e 3 lugares,Casa e Decoração,Home & Living,Home & Living,Automobiles
espcex,Livros e Revistas,Books & Magazines,Books & Magazines,Books & Magazines
antena aquario,Áudio,Home Appliances,Home Appliances,Computers & Accessories
luz de emergencia led,Casa e Decoração,Home & Living,Home & Living,Home & Living
boneca boneca,Brinquedos e Hobbies,Mom & Baby,Mom & Baby,Mom & Baby
spitz alemão valor,Others,Home & Living,Home & Living,Home & Living
sofia rose,Others,Home & Living,Books & Magazines,Books & Magazines
chinoa,Casa e Decoração,Home & Living,Home & Living,Home & Living
bíblia infantil,Livros e Revistas,Books & Magazines,Books & Magazines,Books & Magazines
cinzeiro,Others,Home & Living,Home & Living,Home & Living
pff2 mascara,Saúde,,Health,Health
jeep renegade,Others,Hobbies & Collections,Automobiles,Automobiles
camas box solteiro com auxiliar,Casa e Decoração,Home & Living,Home & Living,Home & Living
panelas inox tramontina,Casa e Decoração,Home & Living,Home & Living,Home Appliances
receptor iptv,Computadores e Acessórios,Home Appliances,Home Appliances,Mobile & Gadgets
garrafa farm,Esportes e Lazer,Home & Living,Home & Living,Home & Living
fundo jardim encantado,Casa e Decoração,Home & Living,Home & Living,Cameras & Drones
camisaria personalizada,Others,Sports & Outdoors,Men Clothes,Men Clothes
xp animes,Others,,,
pneu remold aro 13,Automóveis,Automobiles,Automobiles,Automobiles
janela de alumínio 100x150,Casa e Decoração,Home & Living,Home & Living,Home & Living
camiseta lacoste masculina,Roupas Masculinas,Men Clothes,Men Clothes,Men Clothes
rede de casal,Casa e Decoração,Sports & Outdoors,Sports & Outdoors,Home & Living
aspirador tobo,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
xiaomi note 10s 128gb,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
jbl on the go,Áudio,Audio,Audio,Audio
mi 11t pro,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
camisa xadrez plus size,Roupas Femininas,Men Clothes,Women Clothes,Men Clothes
moto g60 plus,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
tenis nike preto feminino,Sapatos Femininos,Women Shoes,Men Shoes,Sports & Outdoors
meninos bonitos,Others,Mom & Baby,Baby & Kids Fashion,Baby & Kids Fashion
porta remedio,Casa e Decoração,Home & Living,Home & Living,Health
street wear,,Men Clothes,Men Clothes,Men Clothes
motor para bicicleta,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
moto g 8 plus,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
colchão,Casa e Decoração,Home & Living,Home & Living,Home Appliances
relogio de parede,Relógios,Home & Living,Home & Living,Home & Living
freezer vertical frost free,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
balança de bioimpedancia,Others,Health,Health,Health
kit liquidificador batedeira e espremedor,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
tablet huawei,Computadores e Acessórios,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
maquina de sorvete italianinha,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
xiaomi redmi note 9s,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
kia cerato,Others,Automobiles,Automobiles,Automobiles
golf 2003,Others,Automobiles,Automobiles,Automobiles
nova era games,Jogos e Consoles,Gaming & Consoles,Fashion Accessories,Fashion Accessories
etiquetas adesivas,Papelaria,Stationery,Stationery,Stationery
cinebox,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
retrovisor esportivo,Automóveis,Motorcycles,Motorcycles,Men Shoes
boneco de neve,Casa e Decoração,Home & Living,Home & Living,Home & Living
termômetro digital infravermelho,Others,Health,Health,Cameras & Drones
açucar mascavo,Others,Food & Beverages,Food & Beverages,Food & Beverages
conjunto de xicaras,Others,Home & Living,Home & Living,Home & Living
molde letras,Papelaria,Home & Living,Home & Living,Home & Living
tarot,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
pen drive 1tb,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
vectra 2008,Others,Automobiles,Automobiles,Automobiles
tv 4k 55 polegadas,Eletroportáteis,Home Appliances,Home Appliances,Sports & Outdoors
cabeceira box casal,Casa e Decoração,Home & Living,Home & Living,Home & Living
suporte para teclado musical,Brinquedos e Hobbies,Hobbies & Collections,Home Appliances,Computers & Accessories
lemon pepper,Others,Food & Beverages,Food & Beverages,Food & Beverages
maquina de fatiar frios,Others,Home & Living,Home & Living,Home & Living
maquina de fazer waffle,Eletroportáteis,Home Appliances,Home Appliances,Home & Living
notebook linux,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
camisetas longline,Roupas Masculinas,Men Clothes,Men Clothes,Men Clothes
jenifer lopes,Beleza,Health,Mom & Baby,Beauty
disney infinity,Jogos e Consoles,Hobbies & Collections,Hobbies & Collections,Beauty
pulseira de couro masculina,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories
poltrona decorativa para sala,Casa e Decoração,Home & Living,Home & Living,Home & Living
carros de brinquedo,Brinquedos e Hobbies,Mom & Baby,Hobbies & Collections,Mom & Baby
mascaras cirurgicas descartaveis,Saúde,Health,Health,Health
massagem sensual,Saúde,Health,Health,Health
melhores perfumes importados femininos,Beleza,Beauty,Beauty,Beauty
redragon kumara,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
roupa pet,Animais Domésticos,Pets,Pets,Pets
instrumentos de corda,Brinquedos e Hobbies,,Hobbies & Collections,Hobbies & Collections
dia dos professores,Others,Home & Living,Home & Living,Beauty
forno elétrico para pizza,Eletroportáteis,Home Appliances,Home & Living,Home & Living
luz para bike,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
netbooks,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
bebê reborn para,Brinquedos e Hobbies,Mom & Baby,Mom & Baby,Stationery
casaco akatsuki,Roupas Masculinas,Men Clothes,Baby & Kids Fashion,Baby & Kids Fashion
câmera instantânea,Câmeras e Drones,Cameras & Drones,Cameras & Drones,Cameras & Drones
guarda roupa 2 portas com espelho,Casa e Decoração,Home & Living,Home Appliances,Home & Living
máquina de lavar roupa 8kg,Eletroportáteis,Home & Living,Sports & Outdoors,Sports & Outdoors
bicicleta aro 29 lotus,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
sofa area externa,Casa e Decoração,Home & Living,Home & Living,Home & Living
mesa para notebook dobrável,Casa e Decoração,Computers & Accessories,Computers & Accessories,Home & Living
cadeira gamer vermelha,Computadores e Acessórios,Home & Living,Home & Living,Home Appliances
capinha redmi note 10,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
copo stanley,Casa e Decoração,Home & Living,Home & Living,Home & Living
jock strap,Roupas Masculinas,Men Clothes,Men Clothes,Sports & Outdoors
bicicleta dropp aro 29,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Home Appliances
liquidificador jarra de vidro,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
rx 6900 xt,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
motog 30,Celulares e Dispositivos,Mobile & Gadgets,Motorcycles,Motorcycles
secador cabelo,Beleza,Beauty,Beauty,Beauty
copo stanley rosa,Casa e Decoração,Home & Living,Home & Living,Home & Living
mascara pfff2,Saúde,Health,Health,Health
lemco umedecido,Beleza,Mom & Baby,Mom & Baby,Beauty
curcumed,Saúde,Health,Health,Health
putifero,Others,Fashion Accessories,Fashion Accessories,Fashion Accessories
kit de fidget toy,Brinquedos e Hobbies,Mom & Baby,Mom & Baby,Hobbies & Collections
joelheira volei,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
baki manga,Livros e Revistas,Books & Magazines,Books & Magazines,Books & Magazines
vestido de noiva plus size,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
samsung a12 128gb,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
chinelo yeezy,Sapatos Masculinos,Men Shoes,Men Shoes,Men Shoes
honda biz,Others,Motorcycles,Motorcycles,Motorcycles
biquini fio duplo,,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
paramount plus.com/activate,,,,
iphone 13 128,,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
prateleira,Casa e Decoração,Home & Living,Home & Living,Home & Living
taco de baseball,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
cameras de segurança,Câmeras e Drones,Cameras & Drones,Cameras & Drones,Cameras & Drones
poltrona de amamentação,Casa e Decoração,Home & Living,Home Appliances,Home & Living
cobertor de bebe,Mãe e Bebê,Mom & Baby,Mom & Baby,Mom & Baby
armadilha para ratos,Others,Pets,Pets,Home & Living
motorola one macro,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
banho da sorte,Saúde,Beauty,Home & Living,Beauty
colete de peso,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
fogão industrial 2 bocas,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
mesa de jantar 4 lugares,Casa e Decoração,Home & Living,Home & Living,Home & Living
chave torx t8,Others,Gaming & Consoles,Gaming & Consoles,Computers & Accessories
forno elétrico fischer,Eletroportáteis,Home Appliances,Home Appliances,Beauty
hd externo 1tb samsung,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
plastificadora,Others,Stationery,Stationery,Stationery
a prime,Celulares e Dispositivos,Home & Living,Mobile & Gadgets,Mobile & Gadgets
note 9,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
samsung a20s,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
fone de ouvido jbl,Celulares e Dispositivos,Audio,Audio,Audio
uno vivace,Others,Automobiles,Automobiles,Automobiles
ford cargo 815,Others,Men Clothes,Automobiles,Automobiles
mouse,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
suporte para bicicleta para carros,Esportes e Lazer,Sports & Outdoors,Automobiles,Automobiles
moto snap,Celulares e Dispositivos,Mobile & Gadgets,Motorcycles,Audio
pressurizador de água,Eletroportáteis,Home & Living,Home & Living,Home & Living
zenfone 3,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
jogo ludo,Brinquedos e Hobbies,Hobbies & Collections,Hobbies & Collections,Mom & Baby
psp 3000,Jogos e Consoles,Gaming & Consoles,Gaming & Consoles,Health
clareador dental,Beleza,Health,Health,Health
controle ps2 sem fio,Brinquedos e Hobbies,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
sound bar,Áudio,Audio,Audio,Home Appliances
fone de ouvido via bluetooth,Celulares e Dispositivos,Audio,Audio,Audio
multifuncional,Computadores e Acessórios,Home & Living,Computers & Accessories,Women Bags
celular motorola one vision,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
jack daniels,Others,Food & Beverages,Food & Beverages,Food & Beverages
veiculos,Others,Hobbies & Collections,Automobiles,Automobiles
avental churrasqueiro,Casa e Decoração,Home & Living,Home & Living,Home & Living
capacete ciclista,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
samsung a20s,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
jordan,Sapatos Masculinos,Men Shoes,Men Shoes,Men Shoes
porta retrato 15x21,Casa e Decoração,Home & Living,Home & Living,Home & Living
notbook i3,Others,,Computers & Accessories,
pillow,Others,Home & Living,Home & Living,Home & Living
amaciante,Casa e Decoração,Home & Living,Home & Living,Home & Living
luva latex descartavel,Saúde,Health,Health,Health
dell g3 15,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Home & Living
caravan,Others,Automobiles,Automobiles,Automobiles
ducato,Others,Automobiles,Automobiles,Automobiles
cadeirinha carro,Mãe e Bebê,Mom & Baby,Mom & Baby,Home Appliances
mop spray mor,Casa e Decoração,Home & Living,Home & Living,Home & Living
forno elétrico de bancada,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
adesivo para envelopar geladeira,Casa e Decoração,Home & Living,Home & Living,Home & Living
roupas plus size,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
bot discord,Others,,,
ho soccer,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
bebê conforto burigotto,Mãe e Bebê,Mom & Baby,Mom & Baby,Mom & Baby
celular xiaomi note 8,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
móveis,Casa e Decoração,Home & Living,Home & Living,Home Appliances
conjuntos calvin klein feminino,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
novinhas,Others,Beauty,Fashion Accessories,Fashion Accessories
carros a vendas,Others,Automobiles,Automobiles,Stationery
coroa gostosa,Others,Fashion Accessories,Baby & Kids Fashion,Baby & Kids Fashion
pampers premium care m,Mãe e Bebê,Mom & Baby,Mom & Baby,Mom & Baby
suporte celular carros,Celulares e Dispositivos,Automobiles,Automobiles,Automobiles
rad 140,Saúde,Health,Health,Health
mi stick,Áudio,Home Appliances,Home Appliances,Home Appliances
serpentina para muro,Casa e Decoração,,Home & Living,Home & Living
travesseiro altenburg,Casa e Decoração,Home & Living,Home & Living,Home & Living
armario de cozinha branco,Casa e Decoração,Home & Living,Home & Living,Home & Living
organizador de brinquedos mdf,Casa e Decoração,Home & Living,Home & Living,Mom & Baby
cg titan 160,Others,Motorcycles,Motorcycles,Motorcycles
zoom,Others,Sports & Outdoors,Sports & Outdoors,Mobile & Gadgets
rx 6800,Computadores e Acessórios,Computers & Accessories,Books & Magazines,Books & Magazines
tênis jordan,Sapatos Masculinos,Men Shoes,Men Shoes,Women Shoes
letra personalizada,Casa e Decoração,Home & Living,Home & Living,Stationery
biz,Others,Motorcycles,Motorcycles,Automobiles
anel de coco,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories
placa de video 1650 super,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Audio
cafe gourmet,Alimentos e Bebidas,Food & Beverages,Food & Beverages,Home Appliances
cloreto de magnésio pa,Others,Health,Health,Health
saca rolha,Casa e Decoração,Home & Living,Home & Living,Home & Living
homem aranha sem volta para casa,Brinquedos e Hobbies,Hobbies & Collections,Home & Living,Home & Living
arezzo2021,Sapatos Femininos,,,
gios 4trix,Brinquedos e Hobbies,Sports & Outdoors,Sports & Outdoors,Mobile & Gadgets
secador dyson,Beleza,Beauty,Beauty,Beauty
lakesia,Beleza,Beauty,Beauty,Beauty
red label 1l,Alimentos e Bebidas,Food & Beverages,Food & Beverages,Home & Living
zoom,Others,Sports & Outdoors,Sports & Outdoors,Mobile & Gadgets
scort xr3,Others,Automobiles,Hobbies & Collections,Hobbies & Collections
lembrancinha de pascoa evangelica,Casa e Decoração,Home & Living,Mom & Baby,Mom & Baby
biz,Others,Motorcycles,Motorcycles,Automobiles
velar,Others,Hobbies & Collections,Automobiles,Motorcycles
igo amigo 2019,Computadores e Acessórios,,,
chinelo yeezy,,Men Shoes,Men Shoes,Men Shoes
kombihome,,Automobiles,Automobiles,Automobiles
redmi note 11s pro max,,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
9g,Saúde,Mobile & Gadgets,Hobbies & Collections,Hobbies & Collections
body feminino,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
cadeiras de plastico,Casa e Decoração,Home & Living,Home & Living,Home & Living
ar condicionado samsung 12000,Eletroportáteis,Home Appliances,Home Appliances,Home Appliances
mouse,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
moto g6 64gb,Celulares e Dispositivos,,Mobile & Gadgets,
papel contact preto,Papelaria,Home & Living,Home & Living,Home & Living
gaveta de dinheiro,Others,Home & Living,Home & Living,Stationery
moto eletrica infantil,Brinquedos e Hobbies,Mom & Baby,Home Appliances,Mom & Baby
celular a 20,Celulares e Dispositivos,Mobile & Gadgets,Home & Living,Home & Living
enforca gato,Others,Home & Living,Home & Living,Home & Living
htv box 3,Áudio,Home Appliances,Home Appliances,Home Appliances
sacolas de papel,Papelaria,Stationery,Stationery,Stationery
motog 8,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
j4+,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
twice,Others,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
raspberry pi 3,Celulares e Dispositivos,Computers & Accessories,Computers & Accessories,Computers & Accessories
prisma 2008,Others,Automobiles,Automobiles,Automobiles
mini vibrador,Others,Health,Health,Stationery
fio 16mm,Others,Home & Living,Home & Living,Home & Living
radiadores,Automóveis,Automobiles,Automobiles,Automobiles
jeep renegade,Others,Hobbies & Collections,Automobiles,Automobiles
axor 2544,Others,Automobiles,Automobiles,Automobiles
placa de pvc,Casa e Decoração,Home & Living,Home & Living,Home & Living
moletom naruto,Roupas Masculinas,Men Clothes,Men Clothes,Baby & Kids Fashion
fumaça colorida,Brinquedos e Hobbies,Home & Living,Home & Living,Home & Living
mala de ferramentas,Casa e Decoração,Home & Living,Home & Living,Mobile & Gadgets
brinco masculino,Relógios,Fashion Accessories,Fashion Accessories,Fashion Accessories
binóculos,Brinquedos e Hobbies,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
maquina overloque,Others,Home Appliances,Home Appliances,Stationery
panelas de ferro,Casa e Decoração,Home & Living,Home & Living,Home & Living
luminária lua,Casa e Decoração,Home & Living,Home & Living,Home & Living
rainbow six,Jogos e Consoles,Gaming & Consoles,Home & Living,Men Clothes
caloi aro 29,Esportes e Lazer,Sports & Outdoors,Home Appliances,Home Appliances
smartband xiaomi,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
botijão de gás 13kg,Casa e Decoração,Home Appliances,Home Appliances,Home Appliances
banco bicicleta,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Audio
celular a20s,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
guitar hero ps3,Jogos e Consoles,Gaming & Consoles,Gaming & Consoles,Hobbies & Collections
contra egum,Relógios,Home & Living,Home & Living,Home & Living
sansung a01,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
43,Eletroportáteis,Men Shoes,Men Shoes,Food & Beverages
carenagem biz 100,Motocicletas,Motorcycles,Motorcycles,Motorcycles
mouse,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
melhores notebooks gamers,Jogos e Consoles,Computers & Accessories,Computers & Accessories,Computers & Accessories
buggy a venda,Others,Automobiles,Baby & Kids Fashion,Baby & Kids Fashion
bicicleta vintage,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Fashion Accessories
kit suplementos,Saúde,Health,Health,Beauty
bicicleta houston,Esportes e Lazer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
cama casal bau,Casa e Decoração,Home & Living,Home & Living,Home & Living
biz,Others,Motorcycles,Motorcycles,Automobiles
minecraft java,Jogos e Consoles,Mom & Baby,Baby & Kids Fashion,Baby & Kids Fashion
elma chips,Alimentos e Bebidas,Food & Beverages,Food & Beverages,Food & Beverages
mesa redonda de vidro,Casa e Decoração,Home & Living,Home & Living,Home & Living
cantil termico,Esportes e Lazer,Home & Living,Home & Living,Home & Living
usb tipo c,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
honda fit 2009,Others,Automobiles,Automobiles,Automobiles
strada working,Others,Automobiles,Automobiles,Automobiles
macaco hidráulico,Acessórios de Moda,Automobiles,Automobiles,Automobiles
harry potter box,Livros e Revistas,Books & Magazines,Books & Magazines,Hobbies & Collections
gabinete para pc,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Home & Living
som para carros,Automóveis,Automobiles,Automobiles,Automobiles
chaveiro vw,Automóveis,Automobiles,Automobiles,Automobiles
macacão fitness,Roupas Femininas,Women Clothes,Women Clothes,Women Clothes
razer kraken,Computadores e Acessórios,Audio,Audio,Audio
guarda roupa com pé,Casa e Decoração,Home & Living,Home & Living,Home & Living
guarda roupa mdf solteiro,Casa e Decoração,Home & Living,Home & Living,Home & Living
faisão,Others,Home & Living,Home & Living,Pets
jogo de faqueiros,Casa e Decoração,Home & Living,Home & Living,Home & Living
tinker bell,Others,Mom & Baby,Home & Living,Mom & Baby
biquíni hot pants,Roupas Femininas,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
bella cia,Others,Beauty,Women Clothes,Women Clothes
strap phone,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
tênis nike,Sapatos Femininos,Men Shoes,Men Shoes,Men Shoes
calça streetwear,Roupas Femininas,Men Clothes,Men Clothes,Men Clothes
puffs para sala,Casa e Decoração,Home & Living,Home & Living,Home & Living
berço americano 3 em 1,Mãe e Bebê,Home & Living,Home & Living,Mom & Baby
bombinha de tira leite,Mãe e Bebê,Mom & Baby,Mom & Baby,Mom & Baby
pera fone,Celulares e Dispositivos,Audio,Mobile & Gadgets,Mobile & Gadgets
lift detox,Saúde,Health,Health,Health
e livros,Brinquedos e Hobbies,Books & Magazines,Home & Living,Home & Living
hamburgueria,Others,Home & Living,Home & Living,Home & Living
isqueiro zipo,Others,Home & Living,Hobbies & Collections,Hobbies & Collections
ovo de pascoa barbie,Alimentos e Bebidas,Mom & Baby,Food & Beverages,Stationery
sexo com coroas gostosa,Others,,,
pastor alemão de pêlo comprido,Others,,,
212 feminino,Beleza,Beauty,Beauty,Baby & Kids Fashion
coroa de princesa,Acessórios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories
samsung m52 5g,Celulares e Dispositivos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
pré treino,,Health,Health,Health
farm mochilas,,Women Bags,Women Shoes,Women Shoes
fonte atx,Computadores e Acessórios,Computers & Accessories,Computers & Accessories,Computers & Accessories
