Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
fitflop 拖鞋,男女鞋,Women Shoes,Women Shoes,Women Shoes
拉 長石,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Fashion Accessories
adopt 香水,美妝保健,,Beauty,Beauty
寵物 洗澡,寵物,Pets,Pets,Pets
髒辮,女生配件,Fashion Accessories,Fashion Accessories,Books & Magazines
三角 龍,嬰幼童與母親,,,
超級 電容,汽機車零件百貨,Motorcycles,Automobiles,Automobiles
香氛蠟燭燈,居家生活,Home & Living,Home & Living,Home & Living
透視 眼鏡,,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
a9,手機平板與周邊,Mobile & Gadgets,Audio,Computers & Accessories
ddr3 1333,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
kitchenaid,家電影音,Home Appliances,Home Appliances,Home & Living
miracast,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
sony電視,家電影音,Home Appliances,Home Appliances,Cameras & Drones
主機板,3C與筆電,Computers & Accessories,Computers & Accessories,Gaming & Consoles
帆布鞋,男女鞋,Women Shoes,Women Shoes,Women Shoes
氣球,其他類別,Home & Living,Home & Living,Home & Living
溯溪鞋,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Women Shoes
米家行車記錄器 1s,汽機車零件百貨,Automobiles,Cameras & Drones,Cameras & Drones
縫紉機,家電影音,Home Appliances,Home Appliances,Home Appliances
腳踏車架,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
行車紀錄器推薦,汽機車零件百貨,Automobiles,Automobiles,Motorcycles
闔家平安,居家生活,Home & Living,Home & Living,Home & Living
雅詩蘭黛,美妝保健,Beauty,Beauty,Beauty
離型紙,居家生活,Stationery,Stationery,Stationery
馬丁靴,男女鞋,Women Shoes,Women Shoes,Women Shoes
鬼滅之刃 柱,娛樂、收藏,Hobbies & Collections,Men Clothes,Men Clothes
黛安芬,女生衣著,Women Clothes,Women Clothes,Women Clothes
hconnect,女生衣著,Women Clothes,Women Clothes,Men Clothes
勳風電風扇,家電影音,Home Appliances,Home Appliances,Home & Living
廁所,居家生活,Home & Living,Home & Living,Home & Living
nike air max270,戶外與運動用品,Women Shoes,Women Shoes,Sports & Outdoors
韓國口罩,居家生活,Fashion Accessories,Fashion Accessories,Fashion Accessories
家具 回收,Others,Home & Living,Home & Living,Home & Living
土地 銀行,Others,Books & Magazines,Home & Living,Hobbies & Collections
機械 五金,居家生活,Home & Living,Automobiles,Automobiles
魷魚遊戲名片,娛樂、收藏,Home & Living,Home & Living,Hobbies & Collections
woo 115,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
創意 私房,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
panerai,男生包包與配件,Watches,Watches,Watches
三民 高中,Others,,,
兒童睡袋,嬰幼童與母親,Mom & Baby,Mom & Baby,Home & Living
番 紅花,美食、伴手禮,Food & Beverages,Home & Living,Home & Living
匠心 立體 口罩,居家生活,Health,Health,Health
鬥陣特攻2,,Gaming & Consoles,Computers & Accessories,Books & Magazines
紅心芭樂,,Food & Beverages,Food & Beverages,Food & Beverages
情趣按摩,,Beauty,Health,Health
松岡すず,,Books & Magazines,Books & Magazines,Books & Magazines
fcmm,女生衣著,Women Clothes,Women Clothes,Women Clothes
fit boxing,遊戲王,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
oakley,戶外與運動用品,Fashion Accessories,Fashion Accessories,Men Clothes
strathberry,女生包包/精品,Women Bags,Women Bags,Women Bags
元素週期表,書籍及文創商品,Books & Magazines,Home & Living,Mom & Baby
封箱膠帶,居家生活,Stationery,Stationery,Stationery
拍立得底片,3C與筆電,Cameras & Drones,Cameras & Drones,Cameras & Drones
支付寶代儲,Others,,,
熱水器推薦,家電影音,Home & Living,Home Appliances,Home Appliances
環保餐具,居家生活,Home & Living,Home & Living,Home & Living
神腦,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
禾聯電視,家電影音,Home Appliances,Home Appliances,Home Appliances
紙吸管,居家生活,Home & Living,Home & Living,Home & Living
電熱毯,家電影音,Home & Living,Home & Living,Home Appliances
無鋁泡打粉,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
伊蕾名店,女生衣著,Women Clothes,Women Clothes,Women Clothes
aok 口罩,居家生活,Health,Health,Health
吊帶 褲,女生衣著,Women Clothes,Women Clothes,Men Clothes
咖啡 机,家電影音,Home Appliances,Home Appliances,Home & Living
新光 銀行,Others,Travel & Luggage,Travel & Luggage,Travel & Luggage
自助 洗衣,居家生活,Home & Living,Home & Living,Home & Living
情趣 內褲,其他類別,Women Clothes,Women Clothes,Health
記憶 體,3C與筆電,Beauty,Computers & Accessories,Computers & Accessories
無人 機,3C與筆電,Cameras & Drones,Hobbies & Collections,Home & Living
百靈,家電影音,Beauty,Beauty,Health
外套,女生衣著,Women Clothes,Women Clothes,Men Clothes
恐怖 片,娛樂、收藏,,,
sogo 週年 慶,Platform Terms ( Shopee / Momo),,,
最中 餅,美食、伴手禮,,Food & Beverages,
g2000 襯衫,男生衣著,Men Clothes,Men Clothes,Men Clothes
麻醬,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
資料 夾,居家生活,Stationery,Stationery,Stationery
h am,女生衣著,Women Clothes,Women Clothes,Women Clothes
禾聯 電視,家電影音,Home Appliances,Home Appliances,Home Appliances
黃金,女生配件,Fashion Accessories,Fashion Accessories,Fashion Accessories
惡魔盾,,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
香氛蠟燭燈,,Home & Living,Home & Living,Home & Living
aeron chair,居家生活,Home & Living,Home & Living,Home & Living
二手機車,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
小丸號,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
平凡職業造就世界最強,書籍及文創商品,Books & Magazines,Hobbies & Collections,Books & Magazines
微型投影機,家電影音,Home Appliances,Home Appliances,Home & Living
曾拌麵,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
樂淨凝膠,美妝保健,Beauty,Beauty,Home & Living
油,美食、伴手禮,Food & Beverages,Food & Beverages,Home & Living
熱水袋,居家生活,Home & Living,Home & Living,Home & Living
瑜珈磚,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
老人手機,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
雪芙蘭,美妝保健,Beauty,Beauty,Beauty
電動螺絲起子,居家生活,Home & Living,Home & Living,Home & Living
daboo,Others,Men Bags,Automobiles,Automobiles
宏瑋口罩,居家生活,Health,Health,Health
寵物用品店,寵物,Pets,Pets,Pets
ipad 比較,手機平板與周邊,,Mobile & Gadgets,
ipogo,遊戲王,Gaming & Consoles,Gaming & Consoles,"Tickets, Vouchers & Services"
samsung s20,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Computers & Accessories
hermes 項鍊,女生配件,Fashion Accessories,Fashion Accessories,Women Bags
zv e10,3C與筆電,Cameras & Drones,Cameras & Drones,Computers & Accessories
focus mk4,汽機車零件百貨,Automobiles,Automobiles,Automobiles
尼爾,遊戲王,Gaming & Consoles,Gaming & Consoles,Books & Magazines
ipad air 4 保護 殼,手機平板與周邊,,,
蘇打 餅乾,美食、伴手禮,,Food & Beverages,
小潘潘鳳凰酥,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
防水 膠帶,居家生活,Home & Living,Home & Living,Health
戀上換裝娃娃 漫畫,,,Books & Magazines,Books & Magazines
霓虹燈,,Home & Living,Home & Living,Home & Living
efb電瓶,汽機車零件百貨,Automobiles,Automobiles,Automobiles
everlast,男生衣著,Men Clothes,Men Shoes,Men Shoes
hdf-14a8n,家電影音,Home Appliances,Home Appliances,Home Appliances
iphone 11 256g,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
qposket,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Mom & Baby
swiss miss,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
化妝包,女生包包/精品,Beauty,Beauty,Beauty
帶路雞,其他類別,Home & Living,Home & Living,Hobbies & Collections
游泳池,戶外與運動用品,Mom & Baby,Mom & Baby,Mom & Baby
稻穗,居家生活,Home & Living,Home & Living,Home & Living
紙娃娃,居家生活,Mom & Baby,Mom & Baby,Stationery
芒果,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
讀卡機,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
豆豆龍,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Women Clothes
微信號,服務、票券,"Tickets, Vouchers & Services",Mobile & Gadgets,"Tickets, Vouchers & Services"
開工吉日,Others,,,
白蘭氏雞精,美妝保健,Health,Health,Food & Beverages
coach手拿包,女生包包/精品,Women Bags,Women Bags,Women Bags
上好生醫口罩,居家生活,Health,Health,Health
woky,居家生活,Home & Living,Home & Living,Home & Living
blackmores,美妝保健,Health,Health,Beauty
維他命 d3,美妝保健,Health,Health,Health
投影 機,3C與筆電,Home Appliances,Home Appliances,Home Appliances
电视柜,居家生活,Home & Living,Home & Living,Home & Living
鋼琴 譜,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
vr 遊戲,遊戲王,Mobile & Gadgets,Mobile & Gadgets,Gaming & Consoles
添 好運,美食、伴手禮,,,
三菱重工 冷氣,家電影音,Home Appliances,Home Appliances,Men Clothes
xhaturbate,Others,,,
photoshop,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
新生兒禮物,嬰幼童與母親,Mom & Baby,Baby & Kids Fashion,Baby & Kids Fashion
哈曼卡頓,,Audio,Audio,Automobiles
再婚 皇后,,,,
9400f,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
orin,男女鞋,Women Shoes,Women Shoes,Women Shoes
wave shine,女生衣著,Sports & Outdoors,Sports & Outdoors,Women Clothes
八字,服務、票券,Books & Magazines,"Tickets, Vouchers & Services",Books & Magazines
奶昔,美食、伴手禮,Food & Beverages,Health,Health
小米 平板,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
小米藍牙耳機 air,手機平板與周邊,,Audio,Audio
情色貼圖,其他類別,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
文具,居家生活,Stationery,Stationery,Stationery
洗衣籃,居家生活,Home & Living,Home & Living,Home & Living
液晶電視,家電影音,Home Appliances,Home Appliances,Home Appliances
瓜子,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
白板貼,居家生活,Stationery,Stationery,Home & Living
電競耳機,3C與筆電,Audio,Audio,Audio
麝香葡萄,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
白櫻桃,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
龍膽石斑,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
丰荷口罩,居家生活,Health,Health,Fashion Accessories
寶寶粥,嬰幼童與母親,Mom & Baby,Mom & Baby,Mom & Baby
年輪蛋糕,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
exos,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
hd600,手機平板與周邊,Audio,Audio,Automobiles
韓式桌布,居家生活,Home & Living,Home & Living,Home & Living
psp遊戲,遊戲王,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
takeway,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
跑步鞋,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
大耳狗,娛樂、收藏,Mom & Baby,Stationery,Hobbies & Collections
70 邁,汽機車零件百貨,Automobiles,Automobiles,Automobiles
羊肉,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
mk 手錶,女生配件,Watches,Watches,Sports & Outdoors
philips 電視,家電影音,Home Appliances,Home Appliances,Home Appliances
自拍,Others,Mobile & Gadgets,Mobile & Gadgets,Computers & Accessories
塔囉,娛樂、收藏,Home & Living,Home & Living,Fashion Accessories
平行 天堂,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
兒童 立體 口罩,居家生活,Health,Health,Fashion Accessories
液晶電視,家電影音,Home Appliances,Home Appliances,Home Appliances
芭比 娃娃,娛樂、收藏,Mom & Baby,Mom & Baby,Hobbies & Collections
華晨 宇,娛樂、收藏,,,
ms273wg,汽機車零件百貨,Automobiles,Motorcycles,Motorcycles
投影 機,3C與筆電,Home Appliances,Home Appliances,Home Appliances
初一拜拜,Others,Home & Living,Home & Living,Food & Beverages
dior sauvage,美妝保健,Beauty,Beauty,Beauty
飛機杯推薦,其他類別,Health,Health,Home & Living
維生素b,美妝保健,Health,Health,Health
聖誕節卡片內容,Others,,,
h慢,,,,
dashbon sonabuds 2 pro,手機平板與周邊,,Audio,Audio
enerpad,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
webcam,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
刮鬍刀,家電影音,Beauty,Beauty,Beauty
咖啡機,家電影音,Home Appliances,Home Appliances,Home Appliances
噴油瓶,汽機車零件百貨,Home & Living,Home & Living,Home & Living
手機掛繩,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
紅景天,美妝保健,Health,Health,Health
顯卡支撐架,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
湯姆熊代幣,服務、票券,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
卡丁車,汽機車零件百貨,Mom & Baby,Mom & Baby,Automobiles
安全帶護套,汽機車零件百貨,Automobiles,Automobiles,Automobiles
皇家飼料,寵物,Pets,Pets,Pets
oolab,居家生活,Home & Living,Home & Living,Home & Living
福斯 氣墊坐,居家生活,,,
備長 炭,居家生活,Home & Living,Home & Living,Home & Living
牙膏,居家生活,Health,Health,Health
二階堂夢,Others,Books & Magazines,Books & Magazines,Hobbies & Collections
保濕 乳液,美妝保健,Beauty,Beauty,Beauty
涼糕,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
蘿拉蜜思,美妝保健,Beauty,Beauty,Beauty
戀上換裝娃娃 漫畫,書籍及文創商品,,Books & Magazines,Books & Magazines
輕 黏土,居家生活,Mom & Baby,Mom & Baby,Mom & Baby
一點絕用法,居家生活,,,
番 紅花,,Food & Beverages,Home & Living,Home & Living
輕 黏土,,Mom & Baby,Mom & Baby,Mom & Baby
144hz,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
bonnie house,美妝保健,Home & Living,Home & Living,Home & Living
gore tex 鞋,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
switch 遊戲,遊戲王,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
九重葛,居家生活,Home & Living,Home & Living,Home & Living
大同電鍋10人份,家電影音,Home Appliances,Home Appliances,Health
嫁王,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Books & Magazines
密封罐,居家生活,Home & Living,Home & Living,Home & Living
杏一,美妝保健,Health,Health,Food & Beverages
機車 行車紀錄器 ptt,汽機車零件百貨,,,
水鬼,男生包包與配件,Watches,Watches,Watches
線鋸機,居家生活,Home & Living,Home & Living,Automobiles
路由器,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
蘭花瓶苗,居家生活,Home & Living,Home & Living,Home & Living
情人節2019,其他類別,Home & Living,Home & Living,Home & Living
時代少年團,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
type c 充電頭,3C與筆電,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
接地線,居家生活,Automobiles,Automobiles,Automobiles
jet,汽機車零件百貨,Motorcycles,Motorcycles,Automobiles
bts,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
杏仁酸,美妝保健,Beauty,Beauty,Beauty
海鮮,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
蘋果 11,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
年菜預購2019,美食、伴手禮,,,
聖誕 節 禮物,Others,,,
防護 罩,居家生活,Sports & Outdoors,Fashion Accessories,Mom & Baby
黃金 神威,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
郭 麒麟,娛樂、收藏,,,
經濟 日報,書籍及文創商品,,,
探險 活寶,娛樂、收藏,,,
外套推薦,女生衣著,Men Clothes,Men Clothes,Women Clothes
canmake,美妝保健,Beauty,Beauty,Beauty
強力膠,居家生活,Home & Living,Home & Living,Home & Living
六合彩 開獎,遊戲王,,,
直立 式 冷氣,家電影音,,,
上流 戰爭,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Beauty
小米 盒子 s,家電影音,Home Appliances,Home Appliances,Home Appliances
豌豆 苗,居家生活,Home & Living,Food & Beverages,Home & Living
remax,,Mobile & Gadgets,Mobile & Gadgets,Hobbies & Collections
t07,,Home & Living,Home & Living,Computers & Accessories
chicco,嬰幼童與母親,Mom & Baby,Mom & Baby,Mom & Baby
hdmi轉dvi,家電影音,Audio,Computers & Accessories,Computers & Accessories
pvc管,居家生活,Home & Living,Pets,Home & Living
rx5700,3C與筆電,Computers & Accessories,Computers & Accessories,Home & Living
tiffany,女生配件,Fashion Accessories,Fashion Accessories,Fashion Accessories
wd 硬碟,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
冷氣機,家電影音,Home Appliances,Home Appliances,Automobiles
即溶咖啡,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
奇福餅乾,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
平泰秀,美妝保健,Beauty,Beauty,Beauty
灣仔碼頭,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
石頭掃地機器人 s6,家電影音,Home Appliances,Home Appliances,Home Appliances
碧藍航線,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Computers & Accessories
蜂巢蜜,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
蝦皮優惠碼,Platform Terms ( Shopee / Momo),Automobiles,"Tickets, Vouchers & Services","Tickets, Vouchers & Services"
開飲機推薦,家電影音,Home Appliances,Home Appliances,Home Appliances
扭蛋機,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
ipad8,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
drg價格,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
tsum tsum,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Travel & Luggage
攪拌杯,家電影音,Home & Living,Home & Living,Home & Living
果乾機,家電影音,Home Appliances,Home Appliances,Home Appliances
賽吉兒,美妝保健,Health,Health,Health
好市多暖暖包,居家生活,Home & Living,Home & Living,Home & Living
地瓜 球,美食、伴手禮,Pets,Pets,Pets
紫外線消毒,家電影音,Home & Living,Home & Living,Home & Living
成人 影,其他類別,Health,Mobile & Gadgets,Mobile & Gadgets
m2r,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
抗痘洗面乳,美妝保健,Beauty,Beauty,Beauty
大同 洗衣機,家電影音,Home Appliances,Home Appliances,Home Appliances
鱉,寵物,Pets,Pets,Pets
ac 草影,寵物,Pets,Pets,Pets
jal,服務、票券,Food & Beverages,Hobbies & Collections,Hobbies & Collections
兒童腳踏車,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Mom & Baby
名器,其他類別,Health,Health,Health
娃娃機,居家生活,Mom & Baby,Mom & Baby,Mom & Baby
手機電池,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
攝影機,3C與筆電,Cameras & Drones,Cameras & Drones,Cameras & Drones
浴櫃,居家生活,Home & Living,Home & Living,Home & Living
看漫畫,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
硬碟,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
行銷軟體,3C與筆電,Computers & Accessories,Computers & Accessories,"Tickets, Vouchers & Services"
農民曆2019,居家生活,,,
鋼彈,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
鳳凰酥,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
gan充電器,手機平板與周邊,Mobile & Gadgets,Computers & Accessories,Computers & Accessories
隆美窗簾,居家生活,Home & Living,Home & Living,Mom & Baby
日 文書 翻譯,書籍及文創商品,,,
徐若瑄 代言,美妝保健,Beauty,Beauty,Beauty
檸檬,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
優生 奶粉,嬰幼童與母親,Mom & Baby,Mom & Baby,Mom & Baby
石蠟紗布,居家生活,Health,Health,Home & Living
運動 套裝,戶外與運動用品,Women Clothes,Women Clothes,Women Clothes
老協珍佛跳牆,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
魷魚遊戲椪糖,美食、伴手禮,Food & Beverages,Food & Beverages,Hobbies & Collections
電子菸蝦皮,居家生活,,,
大同 洗衣機,,Home Appliances,Home Appliances,Home Appliances
evbox,家電影音,Home Appliances,Home Appliances,Home Appliances
razer,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
xiapi,Platform Terms ( Shopee / Momo),Home & Living,Automobiles,Home & Living
全境封鎖2,遊戲王,Gaming & Consoles,Gaming & Consoles,Mobile & Gadgets
冷氣遙控器,家電影音,Home Appliances,Home Appliances,Home Appliances
福義軒,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
紫米 行動電源,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
護肘,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
防蚊門簾,居家生活,Home & Living,Home & Living,Home & Living
訓練鞋,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
男用皮夾,男生包包與配件,Men Bags,Men Bags,Men Bags
萬士益冷氣,家電影音,Home Appliances,Home Appliances,Home Appliances
雙人沙發,居家生活,Home & Living,Home & Living,Home & Living
愛上陸,書籍及文創商品,Books & Magazines,Hobbies & Collections,Books & Magazines
太陽能燈,居家生活,Home & Living,Home & Living,Home & Living
ipad pro 12.9,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Computers & Accessories
達菲熊,娛樂、收藏,Mom & Baby,Mom & Baby,Hobbies & Collections
三洋 洗衣機,家電影音,Home Appliances,Home Appliances,Home & Living
大 老爺,遊戲王,,,
iphone13 預購,手機平板與周邊,,,
金園 排骨,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
東元 冰箱,家電影音,Home Appliances,Home Appliances,Home Appliances
擠奶器,嬰幼童與母親,Mom & Baby,Mom & Baby,Mom & Baby
威力 彩,服務、票券,Home & Living,Hobbies & Collections,Hobbies & Collections
先生,家電影音,Home & Living,Beauty,Beauty
成人 漫,其他類別,,,
朱學恆,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
sodastream 氣泡水機,家電影音,Home Appliances,Home Appliances,Home Appliances
黑師傅捲心酥,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
超 時空 要塞,娛樂、收藏,,,
昆布,,Food & Beverages,Food & Beverages,Food & Beverages
12v電池,居家生活,Home Appliances,Home Appliances,Home & Living
edifier,家電影音,Audio,Audio,Audio
razer phone 2,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
ryzen,3C與筆電,Computers & Accessories,Computers & Accessories,Women Clothes
surface laptop 3,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
中野安全帽,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
加熱煙,其他類別,Hobbies & Collections,Mobile & Gadgets,"Tickets, Vouchers & Services"
噴漆,汽機車零件百貨,Home & Living,Home & Living,Home & Living
女僕裝,女生衣著,Women Clothes,Women Clothes,Women Clothes
小米電視,家電影音,Home Appliances,Home Appliances,Mobile & Gadgets
畢業禮物,Others,Home & Living,Home & Living,Stationery
石斛蘭,居家生活,Home & Living,Home & Living,Home & Living
砂輪機,居家生活,Home & Living,Home & Living,Home & Living
秋刀魚,美食、伴手禮,Food & Beverages,Food & Beverages,Home & Living
鐵門,居家生活,Home & Living,Home & Living,Home Appliances
開工拜拜,Others,Home & Living,Home & Living,Home & Living
防窺片,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
鴕鳥精,美妝保健,Health,Health,Health
黑科技,Others,Fashion Accessories,Watches,Sports & Outdoors
紫晶洞,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
浮雲客棧,服務、票券,"Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
vivo y50,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
hang ten,男生衣著,Men Clothes,Men Clothes,Women Clothes
松阪豬,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
拼圖收納,居家生活,Mom & Baby,Mom & Baby,Mom & Baby
勁豪125價格,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
不倒翁,娛樂、收藏,Food & Beverages,Food & Beverages,Mom & Baby
burberry 圍巾,女生配件,Fashion Accessories,Fashion Accessories,Fashion Accessories
介殼 蟲,居家生活,Home & Living,Home & Living,Home & Living
新北耶誕城,Others,Fashion Accessories,Hobbies & Collections,Women Clothes
寶可夢機台,遊戲王,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
全家布丁狗福袋,娛樂、收藏,,Home & Living,Hobbies & Collections
愛馬 仕 皮帶,男生包包與配件,Fashion Accessories,Women Bags,Women Bags
jet,汽機車零件百貨,Motorcycles,Motorcycles,Automobiles
禰豆子 cosplay,娛樂、收藏,Women Clothes,Women Clothes,Fashion Accessories
lhids,居家生活,Stationery,Stationery,Books & Magazines
上班族穿搭,女生衣著,Women Clothes,Women Clothes,Women Clothes
av999,家電影音,,,
t07,居家生活,Home & Living,Home & Living,Computers & Accessories
小米 盒子 s,,Home Appliances,Home Appliances,Home Appliances
oneboy,,Women Clothes,Sports & Outdoors,Women Clothes
希志愛野,,Hobbies & Collections,Books & Magazines,Books & Magazines
21:9,3C與筆電,Computers & Accessories,Computers & Accessories,Mobile & Gadgets
d83,家電影音,Home & Living,Men Clothes,Men Clothes
iphone 11 128g,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
仁山利舒,美妝保健,Beauty,Beauty,Beauty
保險套尺寸,美妝保健,Health,Health,Health
刀塔自走棋,遊戲王,,Gaming & Consoles,Gaming & Consoles
周歲禮物,Others,Mom & Baby,Mom & Baby,Baby & Kids Fashion
廚房收納,居家生活,Home & Living,Home & Living,Home & Living
心經,書籍及文創商品,Home & Living,Home & Living,Home & Living
文書機,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
斗羅大陸,書籍及文創商品,Hobbies & Collections,Hobbies & Collections,Stationery
極度乾燥,男生衣著,Men Clothes,Men Clothes,Men Clothes
硬碟,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
飢餓遊戲,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
手機包膜,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
農家樂,娛樂、收藏,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
panasonic除濕機,家電影音,Home Appliances,Home Appliances,Home Appliances
恒大口罩,居家生活,Health,Health,Health
衣架桿,居家生活,Home & Living,Home & Living,Home & Living
altis 12代,汽機車零件百貨,Automobiles,Automobiles,Automobiles
google pixel 5,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
