size,width,height
178,500,500
121,800,800
29,300,300
67,790,790
100,1000,1000
379,1024,1024
171,800,800
184,800,800
108,750,750
186,1000,1000
58,800,800
129,740,740
76,569,569
854,1024,1024
260,1000,1000
139,800,800
107,1000,1000
158,750,783
115,900,900
250,750,750
156,800,800
111,900,900
848,1024,1024
65,1000,1000
394,1024,1024
74,800,800
94,800,800
138,800,800
317,1024,1024
223,1000,1000
180,1000,1000
76,800,800
128,801,801
153,800,800
171,800,800
689,1024,1024
40,799,799
68,800,800
66,600,600
128,800,800
124,800,800
800,1000,1000
97,800,800
98,1001,1001
110,1000,1000
94,545,545
147,800,800
310,800,800
150,800,800
190,1024,1024
117,800,800
134,661,661
92,297,297
574,800,800
196,1000,1000
307,1024,1024
279,1024,1024
148,800,800
39,345,345
144,1000,1000
632,1000,1000
311,750,750
107,833,833
234,800,800
226,800,800
47,800,800
212,1000,1000
58,700,700
41,800,800
161,800,800
206,800,800
55,1024,1024
595,1024,1024
373,1000,1000
156,800,800
53,800,800
81,800,800
238,1024,1024
302,1000,1000
122,800,800
202,800,800
158,1000,1000
164,826,826
159,1001,1001
55,1024,1024
103,1024,1024
255,800,800
563,1024,1024
839,1024,1024
289,800,800
250,720,720
83,634,634
152,640,640
44,800,800
28,1024,1024
204,505,505
135,800,800
654,1024,1024
154,1000,1000
218,800,800
118,800,800
307,800,800
249,1000,1000
420,800,800
180,800,800
135,640,640
232,800,800
669,1024,1024
326,800,800
103,650,650
317,800,800
510,800,800
46,800,800
162,1024,1024
176,802,802
70,319,319
368,800,800
356,1020,1020
163,1024,1024
168,800,800
167,1000,1000
212,800,800
237,800,800
210,800,800
98,750,750
161,790,790
130,1001,1001
196,1000,1000
466,1024,1024
57,800,800
217,800,800
195,1024,1024
266,1024,1024
305,1024,1024
73,1024,1024
228,1024,1024
116,800,800
164,1000,1000
271,800,800
162,800,800
128,800,800
57,600,600
335,1024,1024
483,900,900
103,542,542
67,640,640
114,1024,1024
233,750,750
334,800,800
62,940,940
134,1010,1010
465,1024,1024
90,750,750
231,1024,1024
127,1024,1024
138,1024,1024
19,550,550
214,800,800
178,800,800
40,800,800
85,800,800
153,800,800
278,742,742
623,800,800
92,800,800
137,1000,1000
138,800,800
170,800,800
136,1000,1000
85,733,733
560,1024,1024
269,1024,1024
615,1024,1024
168,1024,1024
73,800,800
318,1024,1024
437,800,800
148,1024,1024
230,800,800
125,800,800
213,799,799
173,800,800
374,800,800
187,1024,1024
28,570,570
59,500,500
176,1024,1024
330,800,800
64,497,497
342,601,601
138,784,784
626,1024,1024
108,1024,1024
100,1024,1024
229,600,600
218,1024,1024
474,1024,1024
339,1024,1024
153,790,790
58,520,520
601,634,634
462,800,800
108,800,800
504,1000,1000
284,900,900
277,1024,1024
182,800,800
429,1024,1024
73,800,800
107,1024,1024
437,1024,1024
172,800,800
167,800,800
98,800,800
728,800,800
164,751,751
130,800,800
145,1000,1000
89,523,523
239,1024,1024
253,1000,1000
400,1024,1024
68,1000,1000
68,1024,1024
324,1020,1020
180,800,800
335,1024,1024
190,800,800
74,800,800
32,781,781
78,500,500
340,800,800
169,1001,1001
110,800,800
146,1024,1024
89,800,800
156,800,800
78,656,656
186,800,800
311,1000,1000
171,1001,1001
292,1000,1000
228,800,800
309,1024,1024
178,1024,1024
229,1024,1024
51,800,800
178,750,750
151,850,850
299,760,760
147,1001,1001
283,800,800
86,800,800
84,800,800
105,800,800
308,1024,1024
112,800,800
360,930,930
901,1000,1000
195,800,800
189,1024,1024
134,812,812
371,958,958
168,1024,1024
203,800,800
579,800,800
121,801,801
149,800,800
180,800,800
181,1024,1024
767,750,1000
858,692,692
284,1024,1024
291,1000,1000
162,800,800
133,800,800
134,1000,1000
124,800,800
341,1024,1024
172,800,800
196,1024,1024
408,1024,1024
90,1000,1000
168,800,800
200,800,800
279,800,800
231,1024,1024
400,800,800
74,800,800
49,430,430
144,774,774
147,1024,1024
72,589,589
137,800,800
191,800,800
168,1024,1024
187,800,800
184,800,800
270,791,791
127,800,800
775,1024,1024
128,800,800
197,800,800
81,800,800
625,931,931
182,1000,1000
185,1001,1001
264,1000,1000
36,721,721
114,1000,1000
84,1024,1024
318,1024,1024
38,799,799
90,750,750
153,800,800
161,800,800
56,800,800
561,800,800
61,750,750
141,800,800
531,1024,1024
368,1000,1000
522,1000,1000
157,800,800
253,800,800
242,800,800
113,800,800
160,1000,1000
156,800,800
417,550,550
360,800,800
115,800,800
183,1001,1001
167,850,850
167,960,960
187,1001,1001
74,800,800
68,1000,1000
395,1000,1000
117,1010,1010
348,1024,1024
173,800,800
113,696,696
103,1024,1024
165,600,600
65,700,700
228,1000,1000
207,1024,1024
217,800,800
247,800,800
104,650,650
122,800,800
28,800,800
93,800,800
1434,1024,1024
445,841,841
144,550,550
130,800,800
179,1024,1024
185,800,800
211,800,800
231,800,800
177,1000,1000
194,800,800
223,1024,1024
259,800,800
161,1000,1000
256,1024,1024
146,800,800
42,1024,1024
184,1024,1024
121,1024,1024
237,800,800
283,800,800
161,1024,1024
56,1024,1024
167,960,960
150,1024,1024
289,800,800
73,799,799
346,800,800
320,1024,1024
206,762,762
158,800,800
524,1024,1024
692,1024,1024
52,800,800
302,1024,1024
344,1024,1024
112,1024,1024
240,1024,1024
67,427,427
200,800,800
162,1001,1001
126,960,960
63,458,458
161,800,800
319,1024,1024
167,800,800
42,800,800
75,800,800
110,800,800
85,1024,1024
140,800,800
76,800,800
178,1024,1024
84,640,640
319,1024,1024
100,800,800
105,640,640
128,1000,1000
93,486,486
209,1024,1024
1332,1000,1000
151,1000,1000
39,800,800
225,800,800
131,800,800
103,800,800
135,800,800
92,700,700
189,1024,1024
77,557,557
130,800,800
435,800,800
133,800,800
193,800,800
298,800,800
346,1024,1024
176,900,900
37,640,640
25,320,320
129,800,800
340,800,800
140,800,800
172,800,800
90,500,500
171,800,800
179,793,793
110,1024,1024
75,1024,1024
298,1000,1000
275,800,800
46,1024,1024
145,800,800
37,900,900
159,800,800
227,1024,1024
156,1000,1000
200,900,900
703,800,800
21,800,800
144,1000,1000
484,1000,1000
460,800,800
108,640,640
441,800,800
122,800,800
625,1000,1000
860,800,800
135,1024,1024
199,600,600
253,1010,1010
156,800,800
322,1024,1024
188,653,653
527,1024,1024
415,1000,1000
208,800,800
179,800,800
114,497,497
661,800,800
184,800,800
148,800,800
205,1024,1024
1040,1024,1024
337,1000,1000
343,742,742
443,800,800
70,1024,1024
225,1000,1000
759,1000,1000
109,850,850
77,1000,1000
190,800,800
204,1024,1024
161,800,800
350,1024,1024
57,500,500
243,800,800
298,800,800
281,800,800
84,800,800
185,1024,1024
141,800,800
181,800,800
392,1024,1024
155,1024,1024
53,600,600
106,750,750
203,800,800
291,1000,1000
191,800,800
159,1024,1024
277,800,800
242,800,800
75,600,600
135,800,800
142,1024,1024
100,750,750
65,595,595
143,1024,1024
39,1024,1024
44,800,800
311,1024,1024
264,1000,1000
90,800,800
171,1000,1000
206,800,800
189,800,800
242,1001,1001
361,788,788
216,1000,1000
89,800,800
236,800,800
1540,800,800
211,800,800
74,600,600
197,1015,1015
179,948,948
326,800,800
131,800,800
213,1024,1024
164,800,800
531,996,996
247,1024,1024
130,800,800
799,800,800
226,1001,1001
303,800,800
212,800,800
84,511,511
657,1024,1024
223,1024,1024
145,800,800
24,640,640
439,799,799
397,1024,1024
39,400,400
275,1001,1001
171,1000,1000
38,585,585
84,811,811
109,748,748
335,1024,1024
535,1000,1000
228,800,800
76,1024,1024
299,800,800
198,800,800
83,800,800
234,1000,1000
224,1001,1001
51,500,500
627,1024,1024
104,800,800
405,1024,1024
94,880,880
60,518,518
147,1024,1024
320,1024,1024
34,524,524
494,1024,1024
58,640,640
217,1024,1024
363,580,608
776,800,800
211,800,800
205,1000,1000
97,768,768
181,800,800
44,799,799
175,800,800
118,800,800
125,800,800
636,800,800
105,800,800
571,1024,1024
255,800,800
179,1024,1024
230,800,800
589,979,979
89,1024,1024
197,1024,1024
67,800,800
164,1000,1000
79,692,692
212,1000,1000
239,800,800
280,800,800
461,1024,1024
130,800,800
295,800,800
233,940,940
255,800,800
174,800,800
103,800,800
183,1024,1024
189,1024,1024
433,800,800
85,797,797
166,1010,1010
150,1024,1024
350,1000,1000
442,800,800
186,800,800
103,1024,1024
90,1024,1024
83,1024,1024
252,1000,1000
263,800,800
262,800,800
55,640,640
457,1024,1024
135,800,800
150,1024,1024
394,800,800
357,800,800
243,1000,1000
60,640,640
793,1000,1000
141,1000,1000
117,678,678
63,1001,1001
29,397,397
740,800,800
99,1024,1024
176,1024,1024
490,1000,1000
231,659,659
218,1024,1024
427,1024,1024
183,800,800
192,800,800
205,800,800
143,800,800
216,642,642
149,800,800
92,800,800
243,1000,1000
186,1024,1024
118,1000,1000
316,800,800
186,800,800
389,1000,1000
306,800,800
241,1024,1024
281,900,900
73,459,459
106,800,800
150,1024,1024
107,800,800
139,800,800
97,800,800
204,800,800
48,501,501
249,800,800
200,500,500
152,800,800
134,800,800
573,940,940
479,1024,1024
160,900,900
131,800,800
55,500,500
169,800,800
234,800,800
260,800,800
135,800,800
42,500,500
172,1024,1024
317,1024,1024
101,800,800
192,1024,1024
199,1024,1024
5,152,152
170,600,600
150,660,660
129,800,800
188,1024,1024
207,800,800
155,1000,1000
157,1024,1024
157,846,846
183,1024,1024
146,1024,1024
142,1024,1024
116,1024,1024
181,1024,1024
268,800,800
307,800,800
193,1024,1024
281,800,800
116,1000,1000
189,900,900
63,800,800
253,800,800
104,646,646
119,960,960
204,800,800
88,643,643
135,753,753
264,800,800
72,800,800
138,622,622
231,1024,1024
438,800,800
113,800,800
126,1024,1024
173,1000,1000
416,800,800
136,1000,1000
73,619,619
411,1000,1000
87,1024,1024
150,1024,1024
233,1000,1000
73,1024,1024
213,1024,1024
163,1024,1024
234,800,800
339,800,800
401,751,751
165,750,750
989,1000,1000
401,800,800
178,800,800
53,800,800
234,1000,1000
20,800,800
78,800,800
164,841,841
202,1024,1024
213,1000,1000
126,800,800
385,1024,1024
122,1018,1018
121,800,800
86,1024,1024
320,800,800
421,793,793
183,800,800
176,800,800
229,800,800
205,1000,1000
136,1024,1024
135,1024,1024
474,1024,1024
164,1024,1024
425,1000,1000
93,800,800
176,1000,1000
461,800,800
449,1000,1000
404,1024,1024
261,1001,1001
175,1024,1024
33,458,458
391,800,800
134,826,826
37,520,520
168,800,800
127,1024,1024
144,960,960
179,800,800
229,713,713
500,1024,1024
87,800,800
213,1000,1000
140,1024,1024
365,800,800
523,1024,1024
172,800,800
92,800,800
214,981,981
42,1024,1024
146,1000,1000
426,1024,1024
253,800,800
243,800,800
332,800,800
179,672,672
59,800,800
129,800,800
127,1024,1024
346,1000,1000
104,800,800
197,1024,1024
133,800,800
127,1000,1000
112,1001,1001
62,600,600
169,867,867
165,800,800
183,800,800
270,1024,1024
861,700,700
185,800,800
267,750,750
77,800,800
28,568,568
611,800,800
26,500,500
271,800,800
176,1000,1000
512,1000,1000
216,800,800
133,1024,1024
145,1024,1024
600,1000,1000
196,1024,1024
327,1001,1001
396,1024,1024
249,800,800
130,800,800
120,1024,1024
118,800,800
124,800,800
178,800,800
212,1024,1024
188,900,900
309,1024,1024
278,1024,1024
131,800,800
438,1024,1024
464,1024,1024
56,400,400
303,800,800
206,932,932
190,800,800
107,800,800
863,800,800
54,1000,1000
242,800,800
85,500,500
212,800,800
297,727,727
76,790,790
265,800,800
71,800,800
471,1024,1024
405,960,960
239,1024,1024
145,1000,1000
99,800,800
411,1000,1000
116,1008,1008
364,1024,1024
189,800,800
410,800,800
124,800,800
279,800,800
278,800,800
167,800,800
101,800,800
91,900,900
184,1000,1000
163,796,796
53,800,800
170,800,800
43,381,381
199,800,800
366,1024,1024
589,801,801
246,1006,1006
142,1024,1024
287,800,800
134,800,800
142,800,800
146,1000,1000
158,800,800
626,800,800
677,1024,1024
343,800,800
151,800,800
109,940,940
229,832,832
673,800,800
180,800,800
210,800,800
825,1024,1024
282,600,600
248,800,800
398,1024,1024
188,1024,1024
146,855,855
89,1024,1024
351,1024,1024
120,800,800
95,727,727
205,1001,1001
140,800,800
228,1001,1001
102,800,800
43,800,800
95,640,640
131,1024,1024
103,1024,1024
249,1024,1024
397,820,820
47,500,500
320,800,800
193,888,888
458,800,800
165,764,764
375,1024,1024
228,800,800
61,1024,1024
137,800,800
163,1024,1024
257,1024,1024
92,800,800
194,800,800
353,800,800
81,800,800
165,699,699
185,800,800
69,800,800
100,1024,1024
366,1024,1024
43,1024,1024
78,1024,1024
360,800,800
75,600,600
110,800,800
222,717,717
328,1024,1024
457,681,681
151,800,800
114,800,800
81,500,500
105,800,800
80,800,800
285,1024,1024
135,800,800
229,1000,1000
190,1024,1024
286,1024,1024
181,1024,1024
229,800,800
238,800,800
201,1024,1024
98,800,800
264,800,800
184,1001,1001
261,1001,1001
96,748,748
107,1024,1024
123,896,896
293,800,800
471,1024,1024
132,719,719
200,1015,1015
312,800,800
25,400,400
116,800,800
632,773,773
181,800,800
137,1000,1000
144,800,800
109,1024,1024
912,1024,1024
427,1024,1024
272,727,727
160,790,790
293,800,800
401,1024,1024
79,800,800
348,800,800
131,800,800
428,800,800
423,800,800
184,1000,1000
22,500,500
858,1024,1024
146,846,846
109,800,800
123,500,500
145,800,800
853,800,800
192,945,945
501,1000,1000
903,1024,1024
110,640,640
43,800,800
180,800,800
76,800,800
371,800,800
865,800,800
118,714,714
152,1024,1024
115,1024,1024
289,800,800
568,799,799
70,579,579
59,756,756
207,800,800
151,1000,1000
183,1024,1024
116,1024,1024
168,1001,1001
538,1024,1024
908,1024,1024
235,1001,1001
205,1000,1000
88,641,641
334,800,800
169,815,815
29,510,510
165,750,750
96,800,800
253,800,800
881,1024,1024
176,800,800
321,1024,1024
125,1024,1024
442,1000,1000
97,800,800
185,800,800
165,800,800
75,1000,1000
85,800,800
94,800,800
432,800,800
394,1024,1024
252,800,800
95,700,700
74,720,720
130,800,800
189,1024,1024
431,800,800
562,800,800
262,1000,1000
72,1024,1024
429,1024,1024
414,1024,1024
98,800,800
232,800,800
82,800,800
151,800,800
702,1024,1024
226,669,669
69,800,800
182,1000,1000
315,800,800
123,960,960
146,1024,1024
243,500,500
188,1024,1024
108,800,800
187,800,800
319,800,800
727,1024,1024
104,600,600
133,800,800
68,1024,1024
220,1024,1024
189,1024,1024
368,800,800
406,686,686
167,1024,1024
216,800,800
315,800,800
132,960,960
816,1024,1024
174,800,800
107,800,800
122,800,800
60,600,600
185,1001,1001
681,1024,1024
104,1000,1000
897,1024,1024
151,800,800
398,640,640
150,1000,1000
250,900,900
94,600,600
218,1024,1024
135,1001,1001
229,800,800
176,800,800
115,600,600
452,1000,1000
64,719,719
146,800,800
122,800,800
103,800,800
329,800,800
170,1000,1000
40,800,800
98,941,941
591,1000,1000
104,900,900
110,1024,1024
69,1024,1024
242,885,885
462,800,800
246,800,800
113,1024,1024
302,800,800
500,1024,1024
123,1001,1001
93,1000,1000
79,520,520
80,700,700
116,960,960
99,1024,1024
223,800,800
325,800,800
101,800,800
316,800,800
170,800,800
323,1024,1024
237,619,619
84,800,800
115,800,800
75,1024,1024
153,1001,1001
163,889,889
307,1024,1024
256,800,800
18,500,500
183,800,800
178,800,800
247,800,800
282,1024,1024
102,1024,1024
116,800,800
453,800,800
170,800,800
266,750,750
205,1024,1024
136,600,600
133,1000,1000
68,640,640
149,727,727
403,800,800
293,800,800
235,800,800
150,1000,1000
157,1000,1000
159,800,800
162,800,800
123,800,800
395,1000,1000
593,1024,1024
83,666,666
156,800,800
92,640,640
455,800,800
377,793,793
275,1200,1200
238,800,800
138,800,800
785,940,940
191,768,768
153,800,800
323,1024,1024
254,1000,1000
395,800,800
556,1024,1024
193,1024,1024
401,1024,1024
132,800,800
93,800,800
111,450,450
276,800,800
116,378,378
87,800,800
151,1024,1024
296,1024,1024
78,800,800
36,400,400
178,800,800
129,732,732
163,1000,1000
198,1024,1024
331,800,800
231,1024,1024
588,800,800
382,1024,1024
580,1000,1000
52,800,800
311,1024,1024
152,800,800
198,1024,1024
128,800,800
252,800,800
300,1000,1000
145,800,800
90,1024,1024
103,780,780
230,707,707
433,1000,1000
214,790,790
452,1024,1024
138,1000,1000
93,455,455
378,1024,1024
725,1024,1024
114,640,640
177,1024,1024
140,862,862
155,800,800
92,890,890
440,1024,1024
500,1024,1024
144,800,800
141,601,601
395,1024,1024
132,800,800
179,800,800
118,800,800
51,1024,1024
182,1024,1024
63,800,800
365,800,800
112,800,800
147,804,804
247,800,800
131,800,800
220,800,800
496,800,800
28,800,800
150,591,591
398,871,871
256,800,800
163,800,800
152,700,700
161,1000,1000
132,1024,1024
247,800,800
51,800,800
215,1024,1024
693,930,930
173,1024,1024
371,800,800
90,1024,1024
383,800,800
107,800,800
157,821,821
137,800,800
724,1024,1024
175,800,800
513,1024,1024
175,1024,1024
86,1000,1000
127,1024,1024
26,550,550
169,800,800
383,1024,1024
67,800,800
332,800,800
72,700,700
26,640,640
264,800,800
94,1024,1024
519,1000,1000
79,800,800
205,800,800
452,1024,1024
245,1000,1000
222,1000,1000
169,800,800
103,500,500
282,900,900
269,447,448
33,600,600
165,945,945
85,1024,1024
166,1024,1024
282,1000,1000
69,1024,1024
84,774,774
103,500,500
22,300,300
322,800,800
429,1000,1000
159,800,800
114,800,800
694,1000,1000
81,800,800
122,790,790
197,800,800
110,1000,1000
143,800,800
495,720,720
281,945,945
104,1024,1024
206,1024,1024
149,676,676
145,800,800
353,800,800
123,800,800
524,1024,1024
293,800,800
152,800,800
84,1024,1024
37,800,800
67,790,790
140,833,833
112,800,800
143,600,600
209,800,800
207,1001,1001
189,1024,1024
412,1500,1500
204,800,800
183,800,800
237,800,800
72,769,769
148,1000,1000
627,800,800
395,1024,1024
284,1024,1024
179,800,800
71,619,619
265,800,800
361,800,800
443,720,720
1173,800,800
57,411,411
99,1000,1000
256,1024,1024
199,1000,1000
999,1024,1024
142,1000,1000
271,1002,1002
55,900,900
367,750,750
148,800,800
123,800,800
372,1024,1024
590,800,800
367,800,800
114,800,800
1055,1024,1024
186,1024,1024
226,1024,1024
133,800,800
87,800,800
213,1000,1000
226,1024,1024
310,1001,1001
538,1024,1024
123,800,800
213,800,800
132,800,800
85,500,500
128,800,800
74,1024,1024
253,1000,1000
268,800,800
187,800,800
118,800,800
213,800,800
154,800,800
55,1024,1024
295,1000,1000
166,800,800
994,1024,1024
133,960,960
167,800,800
355,800,800
272,1000,1000
260,800,800
248,1024,1024
91,800,800
230,800,800
1010,800,800
222,800,800
321,1024,1024
159,1024,1024
233,1024,1024
231,756,756
238,1000,1000
130,800,800
190,800,800
51,800,800
316,1024,1024
255,800,800
205,800,800
351,1024,1024
583,1000,1000
70,800,800
178,1000,1000
587,1000,1000
383,800,800
285,800,800
313,1024,1024
126,1000,1000
699,800,800
219,1024,1024
230,800,800
162,800,800
102,1000,1000
207,800,800
17,640,640
101,800,800
468,800,800
186,750,750
174,800,800
122,600,600
515,960,960
133,720,720
568,1000,1000
146,800,800
311,800,800
199,800,800
68,800,800
172,1024,1024
208,800,800
113,800,800
656,1000,1000
246,1024,1024
277,800,800
513,950,950
37,500,500
159,1024,1024
219,800,800
190,800,800
304,1000,1000
137,800,800
56,750,750
113,1000,1000
90,800,800
126,1024,1024
237,800,800
209,1024,1024
104,1024,1024
186,1024,1024
243,1000,1000
59,800,800
221,1024,1024
209,800,800
245,800,800
100,500,500
183,800,800
28,320,320
99,800,800
415,1024,1024
421,800,800
434,930,930
135,692,692
71,768,768
125,1024,1024
103,800,800
231,800,800
1717,1350,1800
139,1024,1024
176,800,800
136,750,750
357,800,800
259,800,800
57,800,800
117,800,800
177,1024,1024
255,800,800
206,1024,1024
224,800,800
492,800,800
380,1000,1000
334,1000,1000
539,800,800
82,500,500
141,1024,1024
82,1024,1024
193,1001,1001
251,800,800
192,1024,1024
570,1024,1024
44,600,600
136,800,800
166,800,800
359,1024,1024
197,1024,1024
626,800,800
117,1024,1024
1152,1024,1024
342,800,800
156,800,800
181,1001,1001
84,800,800
61,401,401
286,1000,1000
153,800,800
564,1024,1024
234,1001,1001
138,1010,1010
207,800,800
103,800,800
157,800,800
826,900,900
228,1000,1000
154,1024,1024
99,800,800
410,1000,1000
290,800,800
133,1024,1024
107,800,800
360,960,960
145,484,484
366,1024,1024
271,1024,1024
197,800,800
87,1024,1024
617,1024,1024
80,800,800
228,1024,1024
150,800,800
220,1000,1000
210,1024,1024
489,960,960
195,800,800
482,1024,1024
244,800,800
336,800,800
222,1024,1024
91,1000,1000
57,800,800
382,1000,1000
125,800,800
177,1000,1000
95,800,800
529,800,800
568,1024,1024
454,811,811
124,800,800
15,600,600
310,1024,1024
408,1024,1024
155,1000,1000
106,588,588
168,1024,1024
155,1024,1024
34,800,800
97,500,500
288,1024,1024
129,715,715
439,1024,1024
387,800,800
197,800,800
53,543,543
590,747,747
98,800,800
97,1024,1024
570,800,800
214,1024,1024
157,1024,1024
410,925,925
164,1000,1000
501,802,802
267,800,800
34,640,640
590,1024,1024
144,800,800
66,800,800
187,800,800
138,1024,1024
748,1024,1024
336,1024,1024
95,800,800
180,1000,1000
98,1024,1024
90,1024,1024
130,800,800
673,1024,1024
302,1024,1024
696,805,805
187,950,660
232,1024,1024
197,800,800
119,1000,1000
59,352,352
163,800,800
131,846,846
417,1024,1024
266,1000,1000
101,989,989
120,800,800
230,1024,1024
243,800,800
223,1000,1000
44,800,800
76,1024,1024
58,400,400
146,800,800
187,800,800
52,750,750
298,1000,1000
1029,1024,1024
255,800,800
724,850,850
330,1000,1000
117,800,800
29,800,800
129,800,800
205,1024,1024
170,800,800
128,1000,1000
169,1024,1024
187,800,800
58,750,750
127,1020,1020
112,1000,1000
236,800,800
240,800,800
507,797,797
169,837,837
223,800,800
34,378,378
36,400,400
251,985,985
247,1024,1024
229,1000,1000
282,800,800
364,1000,1000
112,1000,1000
446,1000,1000
96,1024,1024
236,800,800
356,900,900
562,1024,1024
667,1000,1000
120,800,800
161,1024,1024
374,800,800
102,800,800
73,1024,1024
167,800,800
81,1000,1000
113,1000,1000
274,1024,1024
102,800,800
787,1024,1024
268,1024,1024
51,1024,1024
130,800,800
53,800,800
223,1000,1000
78,800,800
189,1024,1024
164,1024,1024
44,800,800
57,500,500
181,771,771
109,1024,1024
149,1000,1000
336,1000,1000
157,800,800
152,1024,1024
135,900,900
120,727,727
278,1000,1000
107,700,700
98,500,500
198,1024,1024
140,800,800
330,800,800
84,546,546
217,900,900
223,800,800
79,1024,1024
430,800,800
103,654,654
91,595,595
638,1024,1024
165,800,800
241,750,750
108,800,800
383,1000,1000
160,1000,1000
297,1000,1000
175,800,800
239,800,800
149,800,800
176,1024,1024
161,800,800
211,800,800
204,800,800
248,800,800
540,577,574
187,1024,1024
214,800,800
458,800,800
103,703,703
295,1024,1024
94,720,720
153,800,800
147,807,807
643,1000,1000
97,800,800
146,1024,1024
226,800,800
388,1000,1000
67,800,800
126,911,911
292,800,800
129,800,800
407,1001,1001
119,1024,1024
775,1024,1024
278,692,692
234,800,800
177,800,800
95,600,600
176,800,800
267,800,800
265,800,800
238,1024,1024
477,1024,1024
105,1000,1000
424,1024,1024
173,820,820
177,800,800
377,800,800
352,750,750
283,800,800
530,800,800
161,1024,1024
653,800,800
180,1024,1024
577,1000,1000
216,1024,1024
680,1024,1024
173,800,800
630,1024,1024
250,800,800
47,600,600
107,800,800
114,769,769
134,800,800
117,818,818
179,1024,1024
164,1024,1024
80,1024,1024
152,800,800
412,940,940
142,800,800
72,800,800
275,1024,1024
191,1024,1024
113,771,771
109,500,500
322,1000,1000
259,1001,1001
153,800,800
128,800,800
169,1024,1024
308,1000,1000
198,1024,1024
151,1024,1024
341,1024,1024
359,800,800
37,1024,1024
82,562,562
67,880,880
493,1200,1200
72,800,800
538,1024,1024
269,800,800
124,1024,1024
132,800,800
158,800,800
466,1024,1024
228,800,800
555,800,800
168,1024,1024
233,960,960
401,799,799
360,800,800
204,800,800
121,800,800
149,1024,1024
437,1000,1000
317,800,800
111,720,720
138,800,800
104,800,800
222,1024,1024
96,800,800
246,1024,1024
505,800,800
273,800,800
359,800,800
131,800,800
206,800,800
91,1024,1024
270,1024,1024
114,1024,1024
330,1000,1000
104,1024,1024
45,600,600
616,1200,1200
357,800,800
215,1000,1000
25,512,512
150,1024,1024
164,750,750
75,800,800
171,802,802
114,800,800
165,750,750
269,1024,1024
267,800,800
56,518,518
70,800,800
85,800,800
442,800,800
84,1024,1024
130,1020,1020
88,652,652
383,1024,1024
146,800,800
135,759,759
223,601,601
207,1000,1000
387,1024,1024
223,1000,1000
72,800,800
617,800,800
91,1001,1001
207,800,800
80,654,654
110,800,800
116,681,681
214,1000,1000
352,800,800
40,504,504
449,1024,1024
203,800,800
220,1024,1024
146,1024,1024
44,800,800
56,1024,1024
738,1024,1024
153,800,800
173,800,800
500,800,800
226,800,800
182,800,800
688,1024,1024
247,1024,1024
171,800,800
246,1024,1024
429,1024,1024
142,800,800
168,800,800
573,800,800
426,1024,1024
114,1024,1024
240,1024,1024
159,900,900
187,1024,1024
263,573,573
169,750,750
224,1024,1024
87,800,800
241,1024,1024
671,800,800
48,464,464
129,800,800
147,951,951
401,800,800
119,1024,1024
107,1024,1024
62,1000,1000
63,800,800
221,800,800
51,800,800
276,1000,1000
221,800,800
190,1024,1024
184,800,800
39,1000,1000
213,800,800
162,800,800
292,793,793
476,972,972
73,1024,1024
415,1024,1024
179,834,834
102,1024,1024
166,880,880
69,800,800
161,800,800
564,1024,1024
136,1024,1024
206,800,800
163,800,800
116,1000,1000
318,1000,1000
129,1024,1024
200,800,800
77,1024,1024
256,699,699
54,1000,1000
188,800,800
118,1000,1000
173,1024,1024
656,1000,1000
77,950,950
223,1024,1024
146,800,800
67,500,500
69,521,521
398,1024,1024
171,1024,1024
147,800,800
334,800,800
221,491,491
73,800,800
159,800,800
172,900,900
200,800,800
203,800,800
160,800,800
122,1001,1001
521,800,800
134,800,800
148,750,750
211,800,800
129,800,800
395,1000,1000
94,800,800
125,1024,1024
188,750,750
379,960,960
181,1024,1024
104,727,727
573,1024,1024
59,800,800
632,800,800
75,800,800
171,800,800
242,500,500
133,1001,1001
361,750,750
238,1024,1024
229,800,800
153,1000,1000
127,1000,1000
668,1024,1024
139,925,925
193,800,800
341,1000,1000
215,1024,1024
102,1024,1024
114,1001,1001
490,800,800
443,1024,1024
166,1000,1000
374,1000,1000
135,600,600
96,800,800
69,600,600
285,960,960
119,800,800
288,1024,1024
87,1000,1000
100,790,790
38,800,800
572,1024,1024
267,1024,1024
234,800,800
162,930,930
152,800,800
101,1024,1024
50,500,500
243,1200,1200
143,1024,1024
189,1000,1000
123,800,800
691,800,800
213,960,960
173,800,800
171,1000,1000
50,500,500
63,800,800
142,1024,1024
343,1000,1000
566,1024,1024
256,800,800
68,800,800
116,800,800
233,1024,1024
461,800,800
145,800,800
342,1000,1000
88,693,693
241,1024,1024
36,320,320
171,800,800
156,1001,1001
169,750,750
79,800,800
139,750,750
334,788,788
173,500,500
239,1000,1000
65,900,900
778,1024,1024
173,1024,1024
359,640,640
119,1024,1024
139,1024,1024
317,800,800
277,1024,1024
92,1000,1000
133,727,727
195,800,800
715,1024,1024
89,798,798
276,1024,1024
318,1024,1024
114,1024,1024
231,1024,1024
107,750,750
56,800,800
107,800,800
168,1000,1000
363,1024,1024
153,800,800
73,400,400
136,893,893
152,800,800
130,681,681
209,800,800
139,708,708
165,1024,1024
166,800,800
110,1024,1024
363,1024,1024
171,1024,1024
176,800,800
284,800,800
136,800,800
139,1000,1000
253,1000,1000
122,1024,1024
198,800,800
245,1024,1024
242,960,960
445,1024,1024
304,800,800
179,600,600
161,800,800
141,1024,1024
33,800,800
347,1000,1000
699,800,800
181,887,887
