"keyword","category","imp_level1_category_1d","pv_level1_category_1d","order_level1_category_1d"
"路易莎","美食、伴手禮","Home & Living","Food & Beverages",
"轉mp3","3C與筆電","Hardware & 3C","Home Electronic",
"轉接頭","3C與筆電","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"遊戲王vrains","娛樂、收藏","Game Kingdom",,
"運動手環","手機平板與周邊","Mobile & Gadgets","Sports & Outdoors","Mobile & Gadgets"
"酒精擦","居家生活","Home & Living","Home & Living","Mother & Baby"
"酯類機油","汽機車零件百貨","Motors","Motors",
"量杯","居家生活","Home & Living","Home & Living","Home & Living"
"陳情令","娛樂、收藏","Life & Entertainment","Life & Entertainment",
"雙面膠","居家生活","Home & Living","Home & Living","Home & Living"
"雷射測距儀","居家生活","Home & Living","Home & Living","Home & Living"
"電子紙","3C與筆電","Home & Living","Mobile & Gadgets",
"電子錶","男生包包與配件","Men's Bags& Accessories","Men's Bags& Accessories","Men's Bags& Accessories"
"電子鎖","居家生活","Home & Living","Home & Living","Hardware & 3C"
"電棒捲","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"霜淇淋機","家電影音","Home Electronic","Home Electronic",
"鞋袋","居家生活","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"飛利浦刮鬍刀","家電影音","Home Electronic","Home Electronic","Home Electronic"
"飛行外套","男生衣著","Men's Apparel","Men's Apparel","Men's Apparel"
"食戟之靈","娛樂、收藏","Life & Entertainment","Life & Entertainment","Life & Entertainment"
"骨瓷保溫杯","居家生活","Home & Living","Home & Living","Home & Living"
"髮捲","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"鬆餅機推薦","家電影音","Home Electronic",,
"麻花麵","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"麻藥枕頭","居家生活","Home & Living","Home & Living","Home & Living"
"黑獸","娛樂、收藏","Life & Entertainment","Life & Entertainment",
"南六醫用口罩","居家生活","Home & Living","Home & Living","Home & Living"
"手機配件","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"台灣地理位置圖","書籍及文創商品","Stationery","Books & Magazines","Books & Magazines"
"kyt安全帽","汽機車零件百貨","Motors","Motors",
"天堂私服","遊戲王","Game Kingdom","Game Kingdom","Game Kingdom"
"爆米花","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"大創 收納","居家生活","Home & Living","Home & Living",
"小ck包包","女生包包/精品","Women Bags","Women Bags",
"小三美日","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"i7 plus","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"眼睛面膜","美妝保健","Health & Beauty","Health & Beauty",
"youtube premium 價格","服務、票券","Tickets & Services",,
"阿里山茶行","美食、伴手禮","Food & Beverages","Food & Beverages",
"頭部按摩器","戶外與運動用品","Home Electronic","Home Electronic","Health & Beauty"
"萊萃美葉黃素","美食、伴手禮","Health & Beauty","Health & Beauty","Health & Beauty"
"prada皮夾","女生包包/精品","Women Bags","Women Bags",
"芙婷寶","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"大成雞胸肉","美食、伴手禮","Food & Beverages","Food & Beverages",
"galaxy watch 3","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"kyt安全帽","汽機車零件百貨","Motors","Motors",
"手機配件","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"galaxy watch 3","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"kyt安全帽","汽機車零件百貨","Motors","Motors",
"手機配件","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"萊萃美葉黃素","美食、伴手禮","Health & Beauty","Health & Beauty","Health & Beauty"
"觸控筆電","3C與筆電","Hardware & 3C","Hardware & 3C",
"mesh3","居家生活","Hardware & 3C",,
"oral b刷頭","居家生活","Home Electronic","Home Electronic",
"acer nitro 5","3C與筆電","Hardware & 3C","Hardware & 3C",
"可微波便當盒","居家生活","Home & Living","Home & Living","Home & Living"
"日清鬆餅粉","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"kakalove","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"iphone13","手機平板與周邊",,"Mobile & Gadgets",
"除濕器","家電影音","Home Electronic","Home Electronic","Hardware & 3C"
"識別證","居家生活","Home & Living","Women Bags","Home & Living"
"藍風鈴","居家生活","Health & Beauty","Health & Beauty",
"平價包包","女生包包/精品","Women Bags","Women Bags",
"無患子","美妝保健","Health & Beauty","Health & Beauty","Home & Living"
"餵藥器","寵物","Pets","Pets","Home & Living"
"防護照","居家生活","Home & Living",,
"lv 水桶包","女生包包/精品","Women Bags","Women Bags",
"lv 水桶包","女生包包/精品","Women Bags","Women Bags",
"金門牛肉乾","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"兒童智慧手錶","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"登山 雨鞋","戶外與運動用品","Sports & Outdoors","Men Shoes",
"情侶 禮物","Others","Women Accessories","Home & Living",
"鐵線蕨","居家生活","Home & Living","Home & Living",
"家教","Others","Tickets & Services","Tickets & Services",
"diptyque 蠟燭","居家生活","Home & Living","Home & Living","Home & Living"
"line 備份","Others","Everything Else","Tickets & Services",
"小可愛","女生衣著","Women's Apparel","Women's Apparel","Women's Apparel"
"壓克力隔板","居家生活","Home & Living","Home & Living",
"diptyque 蠟燭","居家生活","Home & Living","Home & Living","Home & Living"
"控油洗髮精","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"hitachi 冰箱","家電影音","Home Electronic","Home Electronic",
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"牛年賀卡","居家生活","Home & Living","Home & Living",
"lg velvet","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"雙頭龍","其他類別","Everything Else","Everything Else","Everything Else"
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"維生素 d3","美妝保健","Health & Beauty","Health & Beauty",
"lg velvet","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"i13 pro","手機平板與周邊","Mobile & Gadgets",,
"立得清酒精擦濕巾","居家生活","Home & Living","Home & Living","Home & Living"
"機車 駕照","汽機車零件百貨","Motors","Motors",
"roots 外套","女生衣著","Men's Apparel","Women's Apparel","Men's Apparel"
"兒童 腳踏車","戶外與運動用品","Sports & Outdoors","Sports & Outdoors",
"石斛 蘭","居家生活","Home & Living","Home & Living",
"入厝送禮","Others","Life & Entertainment","Home & Living",
"2021 開工 吉日 台灣","Others",,,
"蝦皮店到店新竹","Platform Terms ( Shopee / Momo)","Home & Living","Women Shoes","Women Shoes"
"誠品線上","書籍及文創商品",,"Books",
"roots 外套","女生衣著","Men's Apparel","Women's Apparel","Men's Apparel"
"城市 商旅","服務、票券","Tickets, Vouchers & Services","Women Bags","Women Bags"
"兒童帳篷","嬰幼童與母親","Mother & Baby","Mother & Baby","Mother & Baby"
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"床上 桌","居家生活","Home & Living","Home & Living",
"galaxy s20","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"燕麥 奶","美食、伴手禮","Food & Beverages","Food & Beverages",
"棒球 外套","女生衣著","Men's Apparel","Men's Apparel",
"丁字 褲","女生衣著","Women's Apparel","Women's Apparel",
"紙 膠帶","居家生活","Home & Living",,
"鱈魚肝","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"玫瑰 花","居家生活","Home & Living","Home & Living",
"培養 土","居家生活",,"Home & Living",
"anima 1","Others","Books & Magazines","Hobbies & Collections","Hobbies & Collections"
"辦公室 椅子","居家生活","Home & Living","Home & Living",
"三上悠亞寫真","其他類別","Life & Entertainment","Life & Entertainment",
"蒸蛋器","居家生活","Home & Living","Home & Living","Home Electronic"
"电腦 桌","居家生活",,,
"uber eat 優惠碼","Others","Home & Living","Tickets, Vouchers & Services","Motorcycles"
"va 項鍊","女生配件","Women Accessories","Women Accessories",
"燕麥 棒","美食、伴手禮","Food & Beverages","Food & Beverages",
"無線 網卡","3C與筆電",,"Hardware & 3C",
"辦公室 椅子","居家生活","Home & Living","Home & Living",
"燕麥 奶","美食、伴手禮","Food & Beverages","Food & Beverages",
"anima 1","Others","Books & Magazines","Hobbies & Collections","Hobbies & Collections"
"丁字 褲","女生衣著","Women's Apparel","Women's Apparel",
"哺乳 內衣","嬰幼童與母親","Mother & Baby","Mother & Baby","Mother & Baby"
"鳳梨 釋迦","美食、伴手禮","Food & Beverages","Food & Beverages",
"無線 網卡","3C與筆電",,"Hardware & 3C",
"琉璃 工房","娛樂、收藏","Hobbies & Collections","Hobbies & Collections","Mobile & Gadgets"
"光陽 機車","汽機車零件百貨","Motors",,
"無線 網卡","3C與筆電",,"Hardware & 3C",
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"anima 1","Others","Books & Magazines","Hobbies & Collections","Hobbies & Collections"
"公事 包","男生包包與配件","Men's Bags& Accessories","Men's Bags& Accessories",
"紫外線 燈","家電影音","Home & Living","Home & Living",
"丁字 褲","女生衣著","Women's Apparel","Women's Apparel",
"潛水 錶","男生包包與配件","Men's Bags& Accessories","Men's Bags& Accessories",
"辦公室 椅子","居家生活","Home & Living","Home & Living",
"木材","居家生活","Home & Living","Home & Living",
"起司條","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"1111 購物 節","Platform Terms ( Shopee / Momo)",,,
"髮油","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"初二洗衣服","Others",,,
"飛輪 單車","戶外與運動用品","Sports & Outdoors","Sports & Outdoors",
"音樂 盒","嬰幼童與母親","Home & Living",,
"adidas 拖鞋","戶外與運動用品","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
".","Others","Mother & Baby","Pets",
"乳酪蛋糕","美食、伴手禮","Food & Beverages","Food & Beverages",
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"流沙 月餅","美食、伴手禮","Food & Beverages","Food & Beverages",
"geeek","3C與筆電","Hardware & 3C","Home & Living",
"防潮 箱","3C與筆電","Hardware & 3C","Hardware & 3C",
"防潮 箱","3C與筆電","Hardware & 3C","Hardware & 3C",
"一口 烏 魚子","美食、伴手禮",,,
"防潮 箱","3C與筆電","Hardware & 3C","Hardware & 3C",
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"東野 圭吾","娛樂、收藏","Books & Magazines","Books & Magazines","Books & Magazines"
"碎紙機推薦","居家生活","Home & Living",,
"一口 烏 魚子","美食、伴手禮",,,
"流沙 月餅","美食、伴手禮","Food & Beverages","Food & Beverages",
"geeek","3C與筆電","Hardware & 3C","Home & Living",
"豬排","美食、伴手禮","Food & Beverages","Food & Beverages",
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"ariel洗衣精","居家生活","Home & Living","Home & Living","Home & Living"
"gk","娛樂、收藏","Life & Entertainment","Life & Entertainment",
"老貓 手套","汽機車零件百貨","Motors","Motors",
"零食 推薦","美食、伴手禮","Food & Beverages","Food & Beverages",
"大腸 包 小腸","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"asiscs","戶外與運動用品",,"Men's Apparel",
"asiscs","戶外與運動用品",,"Men's Apparel",
"8591","服務、票券","Health & Beauty","Everything Else",
"拜床母","Others","Home & Living","Home & Living",
"白色","男生衣著","Home & Living","Home & Living",
"sp","3C與筆電","Mobile & Gadgets","Mobile & Gadgets",
"汽車 美容","汽機車零件百貨","Motors","Motors",
"休閒 西裝 外套","男生衣著",,"Women's Apparel",
"8591","服務、票券","Health & Beauty","Everything Else",
"spageti","美食、伴手禮","Food & Beverages","Food & Beverages",
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"鬼滅之刃188","娛樂、收藏","Home & Living","Home & Living",
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"8591","服務、票券","Health & Beauty","Everything Else",
"登山鞋推薦","戶外與運動用品","Sports & Outdoors","Sports & Outdoors",
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"三上悠亞 線上","其他類別",,,
"18小說","書籍及文創商品","Books","Books",
"nike 後 背包","男生包包與配件","Men Bags","Sports & Outdoors","Sports & Outdoors"
"daniel wellington","女生配件","Women Accessories","Women Accessories",
"林氏木業","居家生活","Home & Living","Home & Living",
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"中秋節月餅","美食、伴手禮","Home & Living","Food & Beverages",
"日本樂天","Others","Food & Beverages","Food & Beverages",
"中國結","女生配件","Home & Living","Everything Else",
"神仙 魚","寵物","Pets",,
"毛 外套","女生衣著","Women's Apparel","Women's Apparel",
"switch 遊戲 片","遊戲王","Gaming & Consoles","Hobbies & Collections","Hobbies & Collections"
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"生活 用品","居家生活","Home & Living","Home & Living",
"legion 5 pro","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"cross 鋼筆","居家生活","Home & Living","Home & Living",
"8591","服務、票券","Health & Beauty","Everything Else",
"保險套推薦","Others","Health & Beauty","Health & Beauty",
"g5","汽機車零件百貨","Motors","Motors",
"bjd","娛樂、收藏","Life & Entertainment","Life & Entertainment","Life & Entertainment"
"8591","服務、票券","Health & Beauty","Everything Else",
"g5","汽機車零件百貨","Motors","Motors",
"中國結","女生配件","Home & Living","Everything Else",
"毛 外套","女生衣著","Women's Apparel","Women's Apparel",
"掃拖機器人","家電影音","Home Electronic","Home Electronic",
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"switch 遊戲 片","遊戲王","Gaming & Consoles","Hobbies & Collections","Hobbies & Collections"
"legion 5 pro","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"samsung a7","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"肯德基 優惠 卷","服務、票券",,,
"老爺 行旅","服務、票券","Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
"oliva burton","女生配件","Women Accessories","Women Accessories",
"3060","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"生活 用品","居家生活","Home & Living","Home & Living",
"cross 鋼筆","居家生活","Home & Living","Home & Living",
"櫻花動漫","娛樂、收藏",,"Home & Living",
"&be","美妝保健","Life & Entertainment","Health & Beauty",
"解體匠機沙薩比","娛樂、收藏","Life & Entertainment","Life & Entertainment",
"minoxidil","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"腰內肉","美食、伴手禮","Food & Beverages","Food & Beverages",
"三星摺疊手機","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"海洋拉娜","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"海尼根","美食、伴手禮","Home & Living","Sports & Outdoors",
"三星摺疊手機","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"生態缸","寵物","Pets","Pets",
"經典賽門票","服務、票券","Tickets, Vouchers & Services","Computers & Accessories","Tickets, Vouchers & Services"
"楊梅","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"報童帽","女生配件","Women Accessories","Women Accessories","Women Accessories"
"易拉展","Others","Home & Living","Everything Else",
"彌月金飾","嬰幼童與母親","Women Accessories","Women Accessories","Mother & Baby"
"羽絨枕","居家生活","Home & Living","Home & Living","Home & Living"
"sobdeall","女生包包/精品","Women Bags","Women Bags","Women Bags"
"安全座椅","嬰幼童與母親","Mother & Baby","Mother & Baby","Mother & Baby"
"雅漾活泉水","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"陶熙","居家生活","Home & Living","Home & Living",
"抓週道具","嬰幼童與母親","Everything Else","Everything Else",
"艾茉芮","寵物","Pets","Pets","Pets"
"胭脂蝦","美食、伴手禮","Food & Beverages","Food & Beverages",
"蝦皮logo","Others","Home & Living","Home & Living",
"大象吸鼻器","嬰幼童與母親","Mother & Baby","Mother & Baby","Mother & Baby"
"鯊魚 拖鞋","男女鞋","Shoes","Home & Living",
"底片 沖洗","3C與筆電","Hardware & 3C","Hardware & 3C",
"蘇卡達","寵物","Pets","Pets",
"阿尼亞","娛樂、收藏",,"Life & Entertainment",
"國內旅遊補助","Others",,,
"妙利散哪裡買","美妝保健",,,
"super junior 演唱會","娛樂、收藏","Life & Entertainment","Life & Entertainment",
"宜得利 沙發","居家生活","Home & Living","Home & Living",
"拌麵","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"j bubu 125","汽機車零件百貨","Motors","Motors",
"porter international","男生包包與配件","Men's Bags& Accessories","Women Bags","Men's Bags& Accessories"
"萬事屋齋藤先生轉生異世界","書籍及文創商品","Books & Magazines","Books & Magazines","Books & Magazines"
"髮基因","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"純煉滴雞精","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"salomon 登山鞋","戶外與運動用品","Sports & Outdoors","Sports & Outdoors",
"獵魔鋼彈","娛樂、收藏","Life & Entertainment","Life & Entertainment","Life & Entertainment"
"法國公開賽","戶外與運動用品","Men's Apparel","Men's Apparel",
"許維恩包包","女生包包/精品","Women Bags","Women Bags","Women Bags"
"文森先生","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"好市多牛奶","美食、伴手禮","Food & Beverages","Food & Beverages",
"apm monaco","女生配件","Women Accessories","Women Accessories",
"sony xperia 1 v","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"免費成人","Others","Mother & Baby",,
"命之母","美妝保健","Home & Living","Health & Beauty","Home & Living"
"會考歷屆試題","Others","Books","Books","Books"
"臥推椅","戶外與運動用品","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"童話樹","童話樹",,"Home & Living",
"老梅綠石槽","Others","Hobbies & Collections","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
"痱子膏","美妝保健","Mother & Baby","Mother & Baby","Mother & Baby"
"孤挺花","居家生活","Home & Living","Home & Living",
"overprint","女生衣著","Men's Apparel",,
"防蚊貼片","居家生活","Mother & Baby","Mother & Baby","Mother & Baby"
"亞培葡勝納","美妝保健","Health & Beauty","Health & Beauty","Food & Beverages"
"cilocala","女生包包/精品","Women Bags","Women Bags",
"亞培葡勝納","美妝保健","Health & Beauty","Health & Beauty","Food & Beverages"
"聖誕節 交換禮物","Others","Home & Living","Home & Living",
"拍手國際","嬰幼童與母親","Mother & Baby","Mother & Baby",
"辦公椅輪子","居家生活","Home & Living","Home & Living","Home & Living"
"月亮椅","戶外與運動用品","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"小米 手電筒","家電影音","Sports & Outdoors","Sports & Outdoors",
"分音器","3C與筆電","Motors","Home Electronic","Home Electronic"
"懷孕補助","Others",,,
"gogoro 手機架","汽機車零件百貨","Motors","Motors","Motors"
"透明桌墊","居家生活","Home & Living","Home & Living","Home & Living"
"禁漫","Others","Books",,
"ipad保護殼","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"清粥小菜","美食、伴手禮","Food & Beverages","Food & Beverages",
"aster","戶外與運動用品","Sports & Outdoors","Sports & Outdoors",
"窗戶","居家生活","Home & Living","Home & Living",
"花瓶","居家生活","Home & Living","Home & Living","Home & Living"
"伊藤久右衛門","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"110v 冷氣","家電影音","Home Electronic","Home Electronic",
"口內膏","美妝保健","Health & Beauty",,
"歌林冷氣","家電影音","Home Electronic","Home Electronic",
"商城","Platform Terms ( Shopee / Momo)","Life & Entertainment","Home & Living",
"恐怖電影","娛樂、收藏","Life & Entertainment","Life & Entertainment",
"into you 唇泥","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"丁基膠帶","居家生活","Home & Living","Home & Living",
"巴黎萊雅紫熨斗","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"愛馬仕短夾","女生包包/精品","Women Bags","Women Bags",
"無骨雞爪","美食、伴手禮","Food & Beverages","Food & Beverages",
"翻譯機","3C與筆電","Hardware & 3C","Hardware & 3C",
"中秋禮盒不要月餅","美食、伴手禮","Food & Beverages","Stationery","Stationery"
"iphone 15預購","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"腳踏車鎖","戶外與運動用品","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"速必效","美妝保健","Home & Living","Home & Living","Home & Living"
"7-11咖啡買一送一","美食、伴手禮",,"Food & Beverages",
"蒙古包蚊帳","居家生活","Home & Living","Home & Living","Mother & Baby"
"防災食品","美食、伴手禮","Food & Beverages","Food & Beverages",
"久千代","服務、票券",,"Home & Living",
"cb350rs","汽機車零件百貨",,"Motors",
"dpn g9","其他類別","Health","Health","Health"
"購物中心","Others","Life & Entertainment",,
"蝦皮智取店門市","Platform Terms ( Shopee / Momo)","Beauty","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
"瓦斯噴槍","居家生活","Sports & Outdoors","Sports & Outdoors",
"黃阿瑪的後宮生活聯名帆布袋 股東會 紀念品","居家生活",,,
"netflix學生方案","服務、票券","Home Appliances","Beauty","Beauty"
"亞培葡勝納買一送一","美妝保健","Health & Beauty","Health & Beauty",
"rcs moto 150價格","汽機車零件百貨",,,
"紅線手鍊","居家生活","Women Accessories","Women Accessories",
"麥香","美食、伴手禮","Food & Beverages","Food & Beverages",
"森海塞爾","3C與筆電","Mobile & Gadgets","Hardware & 3C",
"速攻藍莓","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"ja1","男女鞋",,"Hardware & 3C",
"ja1","男女鞋",,"Hardware & 3C",
"廚餘大師","家電影音","Home & Living","Home & Living",
"電動滑板車推薦","戶外與運動用品","Sports & Outdoors","Sports & Outdoors",
"家用監視器","3C與筆電","Hardware & 3C","Hardware & 3C",
"a34","手機平板與周邊","Motors","Motors",
"ja1","男女鞋",,"Hardware & 3C",
"廚餘大師","家電影音","Home & Living","Home & Living",
"海盜船鍵盤","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"銘豐餅店","美食、伴手禮",,"Food & Beverages",
"chatgpt 4","服務、票券","Books & Magazines","Books & Magazines","Books & Magazines"
"畢業小熊","居家生活","Home & Living","Life & Entertainment",
"s880","家電影音","Home Electronic","Home Electronic",
"華南金紀念品","居家生活","Home & Living","Home & Living",
"西谷夕","娛樂、收藏","Life & Entertainment",,
"圍籬","居家生活","Home & Living","Home & Living","Home & Living"
"貝膚黛瑪","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"綠世界門票買一送一","服務、票券","Tickets & Services",,
"浴室天花板","居家生活","Home & Living","Home & Living",
"吃到飽","服務、票券","Mobile & Gadgets","Tickets & Services",
"蜂巢簾","居家生活","Home & Living","Home & Living",
"ja","男女鞋","Food & Beverages",,
"22吋行李箱","戶外與運動用品","Sports & Outdoors","Sports & Outdoors",
"reno11","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"泰國藥膏","美妝保健","Health & Beauty","Health & Beauty",
"7800xt","3C與筆電","Computers & Accessories","Computers & Accessories","Computers & Accessories"
"24小時到貨","Platform Terms ( Shopee / Momo)","Home & Living","Men's Apparel",
"8g記憶體","3C與筆電","Hardware & 3C","Hardware & 3C",
"asus zenfone 5z","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"b360f","3C與筆電","Hardware & 3C","Hardware & 3C",
"bns","居家生活","Home & Living","Home & Living",
"ddr3 1600","3C與筆電","Hardware & 3C","Hardware & 3C",
"dior","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"ggo","遊戲王",,"Life & Entertainment",
"ghost of tsushima","遊戲王","Game Kingdom","Game Kingdom",
"gtx 1660 super","3C與筆電","Hardware & 3C","Hardware & 3C",
"ikea 鯊魚","娛樂、收藏","Life & Entertainment","Life & Entertainment","Life & Entertainment"
"iphone 11 pro 256g","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"iphone9","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"jessica","女生衣著","Life & Entertainment","Life & Entertainment",
"jill stuart","美妝保健","Health & Beauty","Health & Beauty","Health & Beauty"
"karalla氣炸鍋","家電影音","Home Electronic","Home Electronic","Home Electronic"
"lenovo","3C與筆電","Hardware & 3C","Hardware & 3C",
"looca","居家生活","Home & Living","Home & Living",
"m720","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
"mk","女生包包/精品","Women Bags","Women Bags","Women Bags"
"msata ssd","3C與筆電","Hardware & 3C","Hardware & 3C",
"nmd","戶外與運動用品","Men Shoes","Men Shoes","Men Shoes"
"oral b 刷頭","家電影音","Home Electronic","Home Electronic",
"pixel4","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets",
"porn hub","Others","Men's Apparel",,
"s24r350fhc","3C與筆電","Hardware & 3C","Hardware & 3C",
"solis","男生包包與配件","Women Bags","Women Bags",
"switch 底座","遊戲王","Game Kingdom","Game Kingdom","Game Kingdom"
"tritan","戶外與運動用品","Home & Living","Sports & Outdoors","Home & Living"
"tritan","戶外與運動用品","Home & Living","Sports & Outdoors","Home & Living"
"xvessel","男女鞋","Women Shoes","Women Shoes","Women Shoes"
"三玖","娛樂、收藏","Life & Entertainment","Life & Entertainment","Mobile & Gadgets"
"世紀帝國2密技","遊戲王","Game Kingdom",,
"交換禮物 300","Others","Home & Living","Home & Living",
"免費信箱","服務、票券","Home & Living","Home & Living","Home & Living"
"兒童雨衣","戶外與運動用品","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"勝家縫紉機","家電影音","Home Electronic","Home Electronic",
"南方公園","娛樂、收藏","Life & Entertainment","Life & Entertainment",
"卡拉ok","家電影音","Home Electronic","Home Electronic",
"印尼泡麵","美食、伴手禮","Food & Beverages","Food & Beverages","Food & Beverages"
"多啦a夢牧場物語","遊戲王","Game Kingdom","Game Kingdom",
"大師兄","美食、伴手禮","Food & Beverages","Food & Beverages",
"大金空氣清淨機","家電影音","Home Electronic","Home Electronic",
"夾腳拖","男女鞋","Women Shoes","Women Shoes","Men Shoes"
"女裝","女生衣著","Women's Apparel","Women's Apparel","Women's Apparel"
"嬰兒車","嬰幼童與母親","Mother & Baby","Mother & Baby",
"家而適","居家生活","Home & Living","Home & Living","Home & Living"
"寵物飲水機","寵物","Pets","Pets","Pets"
"小白兔暖暖包","居家生活","Home & Living","Home & Living","Home & Living"
"小米手環4","手機平板與周邊","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"小米盒子 s","家電影音","Home Electronic","Home Electronic","Home Electronic"
"小紅傘","3C與筆電","Hardware & 3C","Hardware & 3C",
"尤加利精油","居家生活","Home & Living","Home & Living","Home & Living"
"居家服","女生衣著","Women's Apparel","Women's Apparel","Women's Apparel"
"山海鎮","娛樂、收藏","Life & Entertainment","Life & Entertainment","Home & Living"
"床架推薦","居家生活","Home & Living",,
"戰斧牛排","美食、伴手禮","Food & Beverages","Food & Beverages",
"抱枕","居家生活","Home & Living","Home & Living","Home & Living"
"掃墓水果","美食、伴手禮",,"Health & Beauty",
"排氣管","汽機車零件百貨","Motors","Motors",
"擴香瓶","居家生活","Home & Living","Home & Living","Home & Living"
"數字鍵盤","3C與筆電","Hardware & 3C","Hardware & 3C","Hardware & 3C"
